	Log2(FC)	Log10(Adj. P-value)
A830008E24Rik	-1.264178	0.256805
Gm14520	-1.264193	0.256805
Gm8093	-1.264202	0.256805
RP23-202C2.3	-1.264212	0.256805
Dlk2	-1.264233	0.256805
Gm17271	-1.264452	0.256805
Perm1	-1.264524	0.256805
9530034E10Rik	-1.264671	0.256805
Gm12833	-1.265179	0.256805
Gm26339	-1.265288	0.256805
Dnah7a	-1.265746	0.256805
Gm5577	-1.266216	0.256805
RP23-294I17.6	-1.270541	0.256805
RP23-82P18.2	-1.283312	0.256805
Gm10260	-1.28623	0.256805
CAAA01125382.1	-1.286447	0.256805
Slc13a5	-1.286852	0.256805
Themis	-1.287713	0.256805
2700069I18Rik	-1.287752	0.256805
Gm16731	-1.288027	0.256805
Klrb1f	-1.288306	0.256805
6430571L13Rik	-1.299668	0.256805
B430218F22Rik	-1.39652	0.256805
Atg4a-ps	-1.39694	0.256805
Th	-1.397011	0.256805
Rfx6	-1.397027	0.256805
Myh3	-1.39708	0.256805
Rps15a-ps5	-1.397255	0.256805
9630001P10Rik	-1.397294	0.256805
Lrfn2	-1.39736	0.256805
Iqch	-1.397536	0.256805
Nxf7	-1.397759	0.256805
Add2	-1.397809	0.256805
1700047M11Rik	-1.397862	0.256805
Gm16230	-1.442563	0.256805
Gm10639	-1.444312	0.256805
Gm26704	-1.48857	0.256805
Gm26733	-2.171208	0.256805
Alkbh7	-0.242418	0.256621
Rspo3	0.356683	0.256331
Gm24059	1.272074	0.256329
Hes7	0.675689	0.256329
Trim32	0.258117	0.256113
4933405D12Rik	-1.273933	0.256113
Krt36	1.339122	0.256099
Gm25147	1.089878	0.256099
Dnlz	-0.236631	0.256099
Gm25517	-0.676581	0.256099
Gm16565	-1.271615	0.256099
Gm26760	-1.273841	0.256099
Fnip2	-0.258873	0.255863
Podnl1	-0.822186	0.255719
RP23-269E5.10	-1.050835	0.255719
Nkain3	1.315806	0.255382
Gm12020	0.9736	0.255382
9030616G12Rik	0.900004	0.255382
RP24-64D24.3	0.848738	0.255382
Cd248	0.400371	0.255382
Csrnp1	0.334216	0.255382
Taf3	0.250922	0.255382
5330417C22Rik	-0.142184	0.255382
Gm10288	-0.253242	0.255382
Adck3	-0.305969	0.255382
Ppfia4	-0.314305	0.255382
Nt5c3b	-0.349108	0.255382
RP23-346I1.4	-0.356942	0.255382
Xlr3a	-0.665851	0.255382
3110021A11Rik	-0.736612	0.255382
Lamc3	-0.82256	0.255382
Mab21l1	-0.823254	0.255382
Il23r	-1.270019	0.255382
RP23-428M4.4	-1.272385	0.255382
Atp6v0d2	-1.27711	0.255327
Trp63	1.308986	0.255211
Hmga1-rs1	1.262651	0.255211
Spred2	0.372905	0.255211
Rcan3	-0.232769	0.255211
Tapbp	-0.302548	0.255211
Gm10384	-0.403875	0.255211
St6galnac5	-0.616235	0.255211
Gm7535	-1.259486	0.255211
Ecel1	-1.270688	0.255211
Apol7d	-1.547312	0.255211
2410019O14Rik	1.298802	0.255136
Clcn2	0.744947	0.255136
Map3k8	0.709215	0.255136
Klra2	0.506372	0.255136
Cdc42ep1	0.264169	0.255136
AW551984	-0.376813	0.255136
4930452B06Rik	-0.560503	0.255136
Gm28659	1.497971	0.2548
Ephx4	0.435301	0.2548
Zbtb4	0.169013	0.254737
Gm13241	-1.317623	0.254737
Gm4294	1.383741	0.254736
Ankrd1	0.838695	0.254736
Afp	1.248965	0.254517
Gm13136	1.243371	0.254517
Gm26569	1.090774	0.254517
Faf2	0.193304	0.254517
Slc12a2	-0.136616	0.254517
Kcnq1	-0.242048	0.254517
Fam189b	-0.34199	0.254517
Lama3	-0.372109	0.254517
Apod	-0.424059	0.254517
Tfpi2	-0.484721	0.254517
Zkscan7	-1.268603	0.254517
Gm14168	-1.33773	0.254517
Slc29a1	-0.271589	0.254378
Oacyl	-1.541128	0.254378
1700093J21Rik	1.272471	0.254344
Gm12571	-1.29834	0.254344
D830044I16Rik	-0.98275	0.254308
Dpp3	-0.164887	0.25422
Nr2c2	-0.205908	0.25418
RP24-441N3.2	-1.260349	0.25418
5730422E09Rik	-1.395409	0.25418
Fgf15	-1.277557	0.254024
Tymp	1.303806	0.253889
Panx2	1.276329	0.253889
Gm9762	0.888635	0.253889
Nptx1	0.850266	0.253889
Pdgfb	0.766239	0.253889
Ttc21b	0.410425	0.253889
Tmem135	0.196655	0.253889
Ythdf2	0.195837	0.253889
1810065E05Rik	-0.224259	0.253889
Zbtb14	-0.411309	0.253889
1110034G24Rik	-0.457671	0.253889
Nxpe4	-0.752503	0.253889
Ccdc108	-1.226504	0.253889
Nr0b2	-1.253776	0.253889
Slc4a10	-1.253857	0.253889
Gm22442	-1.257246	0.253889
Gm12195	-1.257973	0.253889
Tmem211	-1.265856	0.253889
Gm12250	-1.337755	0.253889
Gm13456	-1.384592	0.253889
Gm25697	-1.405827	0.253889
Sdcbp	0.221111	0.253744
Gm26793	1.306668	0.253383
Rps3a2	1.344476	0.253299
Gsdmcl2	1.271679	0.253299
Wee2	1.257696	0.253299
Lactb	0.240686	0.253299
Lrrc75a	0.234403	0.253299
Ltbp1	0.21704	0.253299
Dedd	0.203868	0.253299
Dnm1l	-0.157927	0.253299
Guf1	-0.174843	0.253299
Ski	-0.177925	0.253299
Cped1	-0.209642	0.253299
Muc2	-0.238826	0.253299
Actg2	-0.249505	0.253299
Tmem14a	-0.306644	0.253299
Supt4a	-0.362552	0.253299
Eri3	-0.387561	0.253299
Pla2g10os	-0.39154	0.253299
Slc8a1	-0.492662	0.253299
Gm13789	-1.25178	0.253299
Gm29156	-1.257827	0.253299
Gm14480	-1.258319	0.253299
Samd3	-1.259147	0.253299
Gm10033	-1.288998	0.253299
Eif4a-ps4	-1.289285	0.253299
Il5ra	-1.300072	0.253299
RP24-172H5.1	-1.432064	0.253299
Jund	0.287554	0.252921
Spryd4	0.257953	0.252921
Arl6ip1	-0.146539	0.252855
Gm13963	1.278172	0.252714
Cdca7	0.430895	0.252714
Dnpep	-0.254142	0.252714
Gm16523	-1.250153	0.252714
Gm16894	1.447884	0.252672
Samd11	1.319598	0.252672
Ubqln2	0.262108	0.252672
Ly6i	1.260903	0.252249
Tmem181b-ps	0.460952	0.252249
Mrps6	-0.215857	0.252249
Tspan33	-0.308623	0.252249
Usp21	-0.34841	0.252249
Mir194-2	-1.256561	0.252249
RP23-21P2.7	-1.257646	0.252249
Hist1h2ac	-1.257877	0.252249
Gm28941	-1.280364	0.252249
Tldc2	-1.305711	0.252249
Ccna1	-1.442947	0.252249
Gm6977	-0.931322	0.252096
Gm24003	-1.248728	0.252096
Gm12987	-1.430121	0.252096
Hddc3	-0.397267	0.252024
Abcb8	-0.295116	0.251998
Hnrnpa0	0.153006	0.251794
Slc35a3	0.204779	0.250998
Tdpx-ps1	1.175083	0.250904
Ppp4c	0.816621	0.250861
Hcfc1	-0.176767	0.250755
Zfyve27	-0.182797	0.250731
Acsf3	-0.381596	0.250731
RP23-191P7.1	1.664577	0.250629
RP24-388D8.4	1.270595	0.250336
Tk2	-0.298709	0.249941
Gm25363	1.534262	0.249635
RP24-216P6.1	1.372522	0.249635
Bhlhe22	0.963598	0.249635
Retnlg	0.807689	0.249635
Jph1	0.567669	0.249635
Psma5	0.447603	0.249635
Pygl	0.350275	0.249635
Bahd1	0.320717	0.249635
Prkd2	0.285947	0.249635
Socs5	0.255961	0.249635
Nras	0.253241	0.249635
Impa1	0.186669	0.249635
Tra2b	0.15088	0.249635
Aldh16a1	-0.239146	0.249635
2310039H08Rik	-0.244132	0.249635
Xpa	-0.249347	0.249635
Nt5m	-0.288895	0.249635
Bhlhe41	-0.315401	0.249635
Hirip3	-0.327346	0.249635
Tab1	-0.367389	0.249635
Aldh1a2	-0.397021	0.249635
Reg3g	-0.505692	0.249635
Astn2	-0.624725	0.249635
B230307C23Rik	-0.743387	0.249635
Gm15821	-1.242726	0.249635
Ccdc79	-1.253595	0.249635
Dnah6	-1.327396	0.249635
Mirlet7b	-1.461483	0.249635
RP24-239K20.1	1.394638	0.249536
Dos	0.394687	0.249536
Sptssa	0.364697	0.249536
Mcf2l	-0.231846	0.249536
Lcmt2	-0.299105	0.249536
Paip2	0.334538	0.249485
Gpatch4	-0.22538	0.249485
Cct6a	0.425335	0.249329
Mrs2	0.313082	0.249329
Smad7	0.30342	0.249329
Ccdc132	0.240604	0.249329
Zfp800	0.202258	0.249329
Mllt4	-0.128129	0.249329
Ihh	-0.263725	0.249329
Tet1	-0.507859	0.249329
Gabra2	-1.304308	0.249268
Vwa8	-0.206109	0.249241
Plekhb2	-0.160519	0.249203
Tspan8	0.23096	0.249046
G3bp2	0.132566	0.249046
2010010A06Rik	-0.413102	0.249046
Atp1a3	-1.142819	0.249046
Foxs1	0.987094	0.248964
Klhl32	-0.479723	0.248964
Cdr2	0.31443	0.24876
Ech1	-0.162607	0.248176
Farsb	-0.225755	0.248176
B3gntl1	-0.383164	0.248176
Gm17182	-1.246473	0.248176
Hmox1	0.516592	0.248135
Aass	1.409957	0.24781
Htr7	1.248695	0.24781
Lhfpl4	-0.430212	0.24781
Adamtsl1	0.318174	0.247654
Prkar1a	0.173424	0.247654
Gpr133	-0.247821	0.247654
Gm14863	-1.297631	0.247654
Ankrd10	0.174111	0.247651
Gm15975	0.969279	0.2476
Sv2b	-0.478893	0.2476
Zfp568	0.274686	0.24744
Evc2	-0.495514	0.24744
BC035044	-0.879588	0.24744
Haao	-1.27958	0.24744
Gm7488	1.603586	0.247224
Gm16759	1.319782	0.247224
Ccdc155	1.227363	0.247224
Gm24616	1.088466	0.247224
Sox7	0.931683	0.247224
Gm25132	0.869429	0.247224
Pnpla3	0.716305	0.247224
Spry4	0.61856	0.247224
Cfb	0.599032	0.247224
A430005L14Rik	0.418336	0.247224
Zfp266	0.285604	0.247224
Exosc1	0.239498	0.247224
RP23-380F8.2	0.237154	0.247224
Tmem158	0.214683	0.247224
Rhoj	0.15986	0.247224
Tmem57	0.151172	0.247224
Anapc4	-0.146769	0.247224
Rab5c	-0.163852	0.247224
Trappc2l	-0.175119	0.247224
Anxa5	-0.177357	0.247224
Cdc14b	-0.214435	0.247224
Smim22	-0.217986	0.247224
Ccdc149	-0.265073	0.247224
Rfxap	-0.299081	0.247224
Creb3l1	-0.307247	0.247224
Edn3	-0.459247	0.247224
Kptn	-0.465616	0.247224
Cacnb4	-0.479811	0.247224
Scd1	-0.528689	0.247224
RP23-145F9.3	-0.581207	0.247224
Bub1	-0.646961	0.247224
Sapcd2	-0.669543	0.247224
Ddias	-0.75149	0.247224
Hmgn2	-1.094138	0.247224
Arhgef4	-1.172918	0.247224
Shisa8	-1.253191	0.247224
A830005F24Rik	-1.254437	0.247224
Tmem235	-1.28422	0.247224
Gm26790	-1.41653	0.247224
Gm5045	-1.541457	0.247224
Kcnab2	0.652324	0.246944
Slc2a4	0.218693	0.246944
Tm4sf20	0.157153	0.246944
Rabgap1l	-0.176244	0.246944
2210407C18Rik	-0.286375	0.246944
Mirg	-0.632614	0.246944
Rpl15-ps1	-1.409376	0.246944
Dhx36	0.165354	0.246637
B3galt6	-0.302965	0.246637
Ppp2r5b	0.28029	0.246499
BC051077	-1.061049	0.246499
Trpc7	1.414405	0.246369
RP24-231P10.1	1.309861	0.246369
A230083G16Rik	1.302076	0.246369
Gm6238	1.274832	0.246369
G630030J09Rik	1.247243	0.246369
Ccr4	1.208083	0.246369
Igsf6	0.6589	0.246369
Tulp3	0.453955	0.246369
Rps12-ps10	0.451933	0.246369
Cdk2	0.408995	0.246369
Hnrnpa2b1	0.302058	0.246369
Vta1	0.292984	0.246369
Ola1	0.132881	0.246369
Rps27	-0.194401	0.246369
Tomm34	-0.212574	0.246369
9130208D14Rik	-0.218015	0.246369
Igsf10	-0.230653	0.246369
Gstm2	-0.235065	0.246369
Wdr81	-0.257627	0.246369
H2afz	-0.282072	0.246369
Mlkl	-0.318901	0.246369
Gna14	-0.334709	0.246369
RP23-209N14.4	-0.505422	0.246369
2810029C07Rik	-1.059788	0.246369
Ntsr1	-1.059959	0.246369
Gm20386	-1.060345	0.246369
4930532G15Rik	-1.060472	0.246369
Ccdc160	-1.060835	0.246369
2700016F22Rik	-1.140255	0.246369
Dntt	1.441963	0.246347
Uba6	0.289917	0.246347
Cldn25	0.217036	0.246347
Mef2a	0.198453	0.246347
Foxd2os	0.142216	0.246347
Map3k5	-0.218487	0.246347
Cit	-0.28755	0.246347
Sh3rf2	-0.343531	0.246347
Zfp947	-0.418334	0.246347
Gm16124	-0.646809	0.246347
Syce3	-1.064455	0.246347
Gm29440	-1.231685	0.246347
Gm16556	-1.241112	0.246347
Dsc3	1.22217	0.246268
Cdh17	0.162869	0.246268
Tatdn3	-0.412604	0.246268
Clec12b	-1.237196	0.246151
Ptrh1	-0.396043	0.246035
Lrrn3	-0.776416	0.24581
Klhl36	-0.662162	0.245746
Gm2531	0.4965	0.245701
Gm15915	-1.251656	0.245631
Rgs2	0.219533	0.245484
Gopc	0.197567	0.245346
Gtf2f2	-0.254253	0.245346
Entpd3	-0.538551	0.245346
Gm8451	-1.254088	0.245346
Dram1	0.552242	0.245182
Sp3	0.169615	0.245182
Cd81	-0.147707	0.245182
Aifm3	-0.94374	0.245182
Dmgdh	-0.943749	0.245182
Gm17597	-1.393713	0.245182
Ubox5	-0.417965	0.245154
Clec1a	-0.501188	0.245154
Gm20109	-1.363656	0.245154
Cfap20	0.393992	0.244998
Ttf2	-0.248493	0.244998
Krtap3-1	-1.066511	0.244998
Mier1	-0.140501	0.244983
Tpx2	-0.325305	0.244983
Slit2	-0.353364	0.244983
RP24-573J18.1	-0.942596	0.244983
Akr1b7	-0.374026	0.244925
Pycr1	-0.408668	0.244925
Gm13313	-1.229513	0.244882
BC039771	0.967458	0.244435
Ccar1	0.159232	0.244435
Il6	1.231041	0.24439
Rnf138	0.298226	0.24439
Adra1b	1.104432	0.243865
Fads2	0.55474	0.243865
RP24-227F14.1	0.390485	0.243865
Rab5b	0.300048	0.243865
Mthfd2	0.292181	0.243865
Smim14	0.242566	0.243865
Tiam1	0.222206	0.243865
Rars	0.15817	0.243865
Dst	-0.147228	0.243865
Slc25a46	-0.153076	0.243865
Creg1	-0.164416	0.243865
Ubxn6	-0.178209	0.243865
Dars	-0.195423	0.243865
Ebpl	-0.206817	0.243865
Pcca	-0.225307	0.243865
Wfdc2	-0.357962	0.243865
Dpep2	-0.559793	0.243865
Srfbp1	-0.560148	0.243865
Gm4980	-0.601455	0.243865
Syngap1	-0.841021	0.243865
Gm12791	-1.234693	0.243865
C1ql3	-1.296305	0.243865
Snx29	-0.42155	0.243837
Ubr4	-0.184639	0.243824
Slc39a14	0.218566	0.243772
Arel1	-0.187128	0.243772
Tex264	-0.21362	0.243772
2310036O22Rik	-0.254108	0.243772
Tctn2	-0.380219	0.243772
Lsm7	-0.325853	0.243388
Gm12418	1.349802	0.243364
Gm28719	-1.251024	0.243364
Adam12	0.758434	0.243357
Apoo-ps	0.618958	0.243357
Dmbt1	-0.238524	0.243357
Acta1	-0.583683	0.243357
Asb10	1.369559	0.243221
A330023F24Rik	-0.187526	0.24305
Art2a-ps	0.364783	0.243002
BC068281	0.800303	0.242402
Rsl1	1.021015	0.24201
Stc1	0.393562	0.24201
RP24-65D16.4	-0.543556	0.241867
Gm5595	-0.434985	0.241709
Gm10371	-1.235056	0.241709
Mia3	-0.135331	0.241428
Snrnp35	0.378486	0.241057
Vps54	0.22502	0.241057
Ift74	-0.294663	0.241057
Vmp1	0.19827	0.240993
9430008C03Rik	-0.400818	0.240993
Smurf2	0.155501	0.240991
Lrp1	0.188619	0.240872
2810474O19Rik	0.158732	0.240774
A630081J09Rik	-0.191077	0.240774
Pde11a	-0.329258	0.240774
Gm10244	-0.809303	0.240774
Tmem159	0.233538	0.240726
Zbtb42	-0.32922	0.240726
Spdl1	-0.517382	0.240726
Iglc2	-0.775995	0.240726
Tssk6	-1.021792	0.240726
Gm8181	-1.234479	0.240726
Gm17275	-1.30024	0.240726
RP23-293I7.1	-1.701203	0.240726
RP24-546N2.3	0.617913	0.240657
Rgs8	-0.865187	0.240446
Brix1	-0.176146	0.240047
Arhgap31	-0.25488	0.239969
Rnf152	-0.441363	0.239969
Cfap53	1.657968	0.239779
Coa5	0.182317	0.239402
B020018G12Rik	-0.665729	0.239402
Slitrk6	-0.374577	0.239015
RP24-188H2.6	-0.941376	0.238986
Gm11942	-1.038318	0.238986
Dnttip1	0.199356	0.238535
Hepacam2	-0.22718	0.238395
Spcs2-ps	-1.063738	0.238329
Gm11634	-1.707461	0.238062
Dcdc5	1.333678	0.237717
Hpgd	-0.189402	0.237717
Adam33	-0.196909	0.237657
Lamtor2	-0.189877	0.237605
Gm17197	-0.488294	0.237554
Tcf4	0.128573	0.2375
E530011L22Rik	-1.052442	0.2375
Ypel5	-0.166753	0.237498
Sfi1	-0.494268	0.237375
Lypd1	1.014638	0.237015
Gm20712	0.368069	0.237015
Zfp953	-0.29989	0.236882
Vps45	-0.30818	0.236778
Gm14029	1.237935	0.236771
Tank	0.253766	0.236771
Pja1	0.159225	0.236771
Slc5a3	-0.207083	0.236771
Hes5	0.818576	0.236737
Fam204a	0.270226	0.236737
Tgfb3	-0.43621	0.236737
Tmeff2	-0.607688	0.236737
Kcne1l	-1.288489	0.236607
Card9	1.181266	0.236486
Maml3	0.233647	0.23615
Vkorc1l1	0.528111	0.236042
Cdyl	0.306082	0.236042
Cars	-0.302767	0.236042
N4bp2l2	0.151198	0.235987
Tpd52	0.112412	0.235987
Lrrcc1	-0.195915	0.235987
Gm4705	-1.2336	0.235987
Arhgef9	0.378062	0.235313
Ap1b1	-0.172548	0.235313
Vezt	-0.199164	0.234909
4933415A04Rik	-0.522778	0.234909
Rnase1	-0.867733	0.234885
Hnf1a	-0.336505	0.234769
Ptges	0.445138	0.234741
Scgb2b7	1.219875	0.2347
Tmco6	0.758444	0.2347
Hoxd12	-1.217475	0.2347
Gm12444	-1.236102	0.2347
2810455O05Rik	1.489228	0.234311
Gml	1.212697	0.234311
Gm6822	0.861953	0.234311
Rbm12b2	0.433087	0.234311
Mtfmt	0.241376	0.234311
Cdc42se2	0.205081	0.234311
Flrt3	0.193385	0.234311
Ptdss1	-0.147342	0.234311
B230354K17Rik	-0.215653	0.234311
1190002N15Rik	-0.233628	0.234311
Rai2	-0.249197	0.234311
Pex6	-0.304598	0.234311
Tmem143	-0.342941	0.234311
Hoxa7	-0.378464	0.234311
Pnma2	-0.750808	0.234311
Nr1i3	-1.066045	0.234311
Akt2-ps	-1.248423	0.234311
2310040G07Rik	-1.303391	0.234311
Pcmt1	-0.154435	0.234182
Fut8	0.274901	0.234151
Nudt7	-0.188152	0.234151
Hlf	-0.209857	0.234151
9030617O03Rik	-0.235176	0.234151
Gsdmc4	-0.353113	0.234151
Kcnf1	-0.447861	0.234151
Hspe1-ps5	-1.356366	0.234151
Gm8566	0.564975	0.233896
2010107G23Rik	0.25186	0.233896
Mkx	0.305953	0.233817
Osbpl3	-0.212252	0.233817
Rfng	-0.262731	0.233817
Gm26226	1.251683	0.23372
Arhgef38	0.231254	0.23372
Shprh	0.215823	0.23372
Eif5	-0.121261	0.23372
Ino80e	-0.242956	0.23372
Kbtbd13	-0.524874	0.23372
RP23-87D8.2	1.183183	0.233512
Gm16201	0.804193	0.233512
Sdhd	0.604277	0.233512
Tmem252	0.329015	0.233512
Larp4b	0.122631	0.233512
Dnajc1	-0.128497	0.233512
Mcm10	-0.274609	0.233512
Ptcd1	-0.311329	0.233512
Gemin2	-0.513317	0.233512
Wfdc15b	-1.323568	0.233512
Psd3	0.255875	0.233263
Rps6ka3	0.22626	0.233263
Azgp1	-0.583434	0.233263
Snx24	0.308478	0.233147
RP24-297J20.6	1.181594	0.233138
Vgll3	0.696389	0.233138
Clec10a	0.353369	0.233138
Pxk	0.190561	0.233138
Eif2ak1	-0.161685	0.233138
Ang	-0.197375	0.233138
Rapgefl1	-0.207066	0.233138
Snx20	-0.342847	0.233138
Ap3m2	-0.346937	0.233138
Gm9958	-0.407636	0.233138
F630028O10Rik	0.631757	0.232703
Zfp9	0.34623	0.232703
Oasl1	-0.366052	0.232703
Hps1	-0.374225	0.232703
Ppil2	-0.148113	0.232694
Tmem86a	-0.380736	0.232694
Atoh1	0.299462	0.23261
Slc14a1	1.106229	0.232401
Dcaf17	-0.188017	0.232388
Dync1h1	-0.233068	0.232388
Larp7	-0.270313	0.232388
2610301B20Rik	0.36108	0.232283
Lrrc56	-0.266848	0.232124
RP23-114N13.3	1.105422	0.231854
Gja5	1.105544	0.23182
Apoh	1.105119	0.23182
Ccdc87	-1.21773	0.23182
Abhd8	0.38592	0.231742
D630008O14Rik	1.275561	0.231592
Ikbkg	-0.146492	0.231529
Olfml1	0.503125	0.231499
Zcchc14	0.423896	0.231499
mt-Tq	0.416753	0.231499
Rps12-ps1	-1.053153	0.231499
Kcnab3	0.466129	0.231198
Slc26a1	-0.869436	0.231198
Cenpc1	-0.203804	0.231168
Gm10501	-0.662459	0.231168
Gm22303	-1.21995	0.231168
Exph5	-0.218654	0.231053
Ero1lb	-0.65681	0.231026
Cntn5	1.11672	0.230958
Dkkl1	-0.745138	0.230958
Dio3os	-1.338578	0.230958
Gm23751	0.885324	0.230799
Gfod1	0.489139	0.23061
Ndufs6	-0.164008	0.230569
Coa6	0.365186	0.230514
Nfe2l1	0.1539	0.230514
Ckap5	-0.220464	0.230514
Rnf144b	-0.362451	0.230514
4932438H23Rik	-0.545444	0.230514
Ccdc15	-0.580016	0.230514
Gria1	-0.650455	0.230514
9430002A10Rik	-0.991853	0.230514
Gm17305	-1.221675	0.230514
Crtam	1.388318	0.230508
Gpt	0.239638	0.230508
Tac1	-0.184406	0.230508
Snrnp25	-0.269768	0.230508
Tbx6	-0.806322	0.230508
Slc6a7	0.390478	0.230462
Bscl2	-0.287856	0.230462
Fmnl3	-0.429852	0.230462
Mtmr11	0.205524	0.230375
Vps72	-0.34243	0.230375
Tll1	-0.806047	0.230375
Slc8a2	-0.379827	0.230313
Snapc3	-0.2037	0.23029
Bag6	-0.242967	0.23029
Dennd1a	-0.424108	0.23022
Rcc2	0.285517	0.229941
Rhob	0.245309	0.229941
Slc45a4	0.238709	0.229941
Gna13	0.128727	0.229941
Glb1l	-0.432922	0.229941
1010001B22Rik	-0.805295	0.229941
Galnt14	-1.214832	0.229941
Ak1	-0.342558	0.229852
Gm12183	0.44373	0.229654
Ipo13	-0.310687	0.229654
Fgd1	0.504385	0.229319
Adck1	0.233069	0.229319
Mir23a	1.413026	0.229258
Gm13771	-1.299807	0.229145
Zkscan2	1.18505	0.229141
Gm26981	1.991871	0.22911
Sgcg	1.284968	0.22911
Asap3	0.655959	0.22911
Pgk1	0.498507	0.22911
Ccdc176	0.487261	0.22911
Sesn3	0.423225	0.22911
Calu	0.319703	0.22911
Ppl	0.313426	0.22911
Lims1	0.251033	0.22911
Hspe1	0.218971	0.22911
Rbm25	0.119517	0.22911
Csnk2b	-0.163686	0.22911
Gramd3	-0.212003	0.22911
Dio1	-0.230498	0.22911
R3hcc1l	-0.266044	0.22911
Dis3	-0.326673	0.22911
Mutyh	-0.580403	0.22911
Pdia2	-1.232714	0.22911
Gm15503	-1.370439	0.22911
Neu4	-1.468054	0.22911
Tnni3	-1.018609	0.228976
Ptpmt1	0.15768	0.228647
Mrpl30	-0.203679	0.228591
Ptk2b	-0.380749	0.228591
Gm5141	1.499571	0.228578
Sfrp2	0.664089	0.228578
Antxr2	0.432788	0.228578
Gm2735	0.385628	0.228578
Rbm17	0.316473	0.228578
Plcb3	0.246299	0.228578
Mars2	0.22213	0.228578
1110059G10Rik	0.209995	0.228578
Ube2h	0.183277	0.228578
Creb3	0.17822	0.228578
Rac1	-0.133844	0.228578
Nek7	-0.153359	0.228578
Rabac1	-0.168855	0.228578
Ankra2	-0.174777	0.228578
Maf	-0.211782	0.228578
Chl1	-0.215113	0.228578
Mob2	-0.254553	0.228578
Aptx	-0.255008	0.228578
Pdia5	-0.272258	0.228578
Rwdd2b	-0.338339	0.228578
1810044D09Rik	-0.472147	0.228578
Caskin1	-0.724247	0.228578
Gm17660	-1.296273	0.228578
Trpv6	-1.349777	0.228578
Magoh	0.238529	0.228492
Zfp286	-0.72362	0.228454
Galnt16	-0.525978	0.22844
9330104G04Rik	1.105704	0.228219
Zc3h10	0.257077	0.228219
Hiatl1	0.178042	0.228219
Fgfbp1	0.167536	0.228219
Nadsyn1	-0.202217	0.228219
Pcdhb2	-1.363731	0.228219
Gm26767	-1.746562	0.228219
Mapkapk3	0.204717	0.228215
Wipf3	-0.344953	0.228167
Snhg6	0.779154	0.22795
Fam175b	-0.182666	0.22795
Zmat5	-0.326479	0.2279
Elp2	-0.17776	0.227862
Gm11196	-1.425131	0.227862
Fxr2	0.261573	0.227794
Raf1	0.382858	0.227716
1110012L19Rik	-0.331074	0.227576
Safb2	-0.16742	0.22709
Gm10059	0.740052	0.227035
Atp13a3	0.167621	0.226973
Dnmt3b	-0.388432	0.226973
Ankle1	-0.586549	0.226973
Hspbp1	-0.294602	0.226972
Fcgr4	0.556103	0.226942
Cav3	-0.505289	0.226942
Mgme1	-0.310662	0.226308
Bsdc1	0.345219	0.226266
Net1	0.512915	0.226232
Exoc7	-0.234305	0.226232
Frzb	-0.374043	0.226232
4930583K01Rik	-1.371201	0.226232
9830144P21Rik	1.149399	0.226056
Pi4kb	0.488687	0.226056
Git1	0.289337	0.226056
Tnfrsf19	-0.434724	0.226056
Gm22486	-1.335122	0.225963
Aldh1l1	-0.33846	0.225493
Ly6g6d	0.526432	0.225378
Rap1gds1	0.21227	0.225378
Ddx6	0.202682	0.225378
Ankhd1	0.141108	0.225378
Nat8	0.90259	0.225275
Klhl5	0.194051	0.22524
Actr8	-0.180533	0.22524
Slc38a11	-0.52523	0.22524
Vwa5b2	-0.502106	0.225192
Sgcb	0.292889	0.225021
Guca2a	-0.147622	0.224796
Tspyl1	0.168897	0.224112
Rassf8	0.424169	0.223923
Slc41a1	0.330747	0.223923
Prkab2	0.21388	0.223923
Polr2i	-0.26635	0.223923
Cyp3a13	-0.268541	0.223923
Ttll3	-0.347431	0.223416
Mapk9	0.180302	0.223137
Cldn10	0.457296	0.222922
Polr2g	-0.17933	0.222728
Col6a4	0.276103	0.222615
4933427G17Rik	-1.049911	0.222615
Rnf41	0.387813	0.22256
Arf1	-0.157774	0.22256
Osr1	-0.441352	0.22241
Hsf2bp	-1.003491	0.22241
Mthfd1	0.247584	0.222066
Rbm3	0.281003	0.222028
Atg3	0.168303	0.222028
Zbed5	0.875583	0.221919
Gm12696	0.849101	0.221919
RP24-329M13.1	0.679717	0.221919
Adamts19	0.679046	0.221919
Lrrn4cl	0.482735	0.221919
Smtnl2	0.442784	0.221919
Fbxo10	0.393547	0.221919
RP23-13A13.6	0.365894	0.221919
Plscr1	0.275806	0.221919
Gltp	0.23724	0.221919
Mlxip	0.23515	0.221919
Car8	0.196383	0.221919
Rlim	0.166053	0.221919
Flna	-0.133899	0.221919
Sparcl1	-0.14688	0.221919
Ndufv1	-0.157456	0.221919
Parp14	-0.233832	0.221919
2610037D02Rik	-0.270595	0.221919
Gm12497	-0.538583	0.221919
Wfikkn2	-0.680788	0.221919
Sprr2b	-1.033519	0.221919
AV039307	-1.486058	0.221919
Mylk	-0.133217	0.221656
Coq9	-0.192467	0.221656
Tab3	0.356588	0.221331
Papd4	0.519384	0.221223
Cnn3	0.160991	0.221223
Ogn	0.149174	0.221223
Mpnd	-0.189959	0.221223
Rbmx	-0.323128	0.221223
Tmem229b	-0.421159	0.221223
Gm4952	-1.142465	0.221223
Arl13b	0.349532	0.221178
Ndnl2	0.285871	0.221178
Cpsf3	-0.182209	0.221178
Gm10575	0.968218	0.221064
