	Log2(FC)	Log10(Adj. P-value)
Tbc1d4	-0.226395	0.131427
Nhlh1	0.826481	0.131365
Card9	0.807067	0.131365
Pdgfa	0.12239	0.131365
Tesk1	-0.150286	0.131365
Ush1c	-0.184545	0.131365
Gm11769	-1.070927	0.131365
Gm20627	0.856757	0.13117
4732463B04Rik	0.813514	0.13117
Actn3	0.761947	0.13117
Cyp1b1	0.640492	0.13117
Rgs14	0.523615	0.13117
Chsy1	0.229752	0.13117
Clcn3	0.10011	0.13117
Cflar	-0.133668	0.13117
5033417F24Rik	0.973309	0.131058
Cypt1	0.810926	0.131058
Rmrp	0.525252	0.131058
Ank1	0.212377	0.131058
1110057K04Rik	0.126942	0.131058
Add1	-0.109729	0.131058
Eif4e2	-0.117315	0.131058
Mep1b	-0.165383	0.131058
Glyr1	-0.209366	0.131058
Emp1	-0.241144	0.131058
Lage3	0.136771	0.131054
Gm26790	0.871404	0.130938
Gm10175	0.390956	0.130938
Cnnm3	-0.203774	0.130938
Zfp606	-0.251557	0.130938
Rbak	-0.258969	0.130938
Ankdd1b	1.019147	0.129992
Tfpi2	0.353625	0.129589
RP23-168E14.10	1.072308	0.129575
Gm29237	0.876033	0.129575
Mmel1	0.809958	0.129575
Calr4	0.804972	0.129575
Ly6g6f	0.747765	0.129575
8430419L09Rik	0.381801	0.129575
Tle2	0.338885	0.129575
A830039N20Rik	0.263339	0.129575
Aif1	0.210478	0.129575
Taf6l	0.192736	0.129575
Atp1a1	0.137797	0.129575
Psmd1	0.103371	0.129575
Pttg1	-0.116452	0.129575
Myh14	-0.145401	0.129575
Abca3	-0.146702	0.129575
Hoxb5	-0.193929	0.129575
Hdhd2	-0.197829	0.129575
Pigb	-0.221538	0.129575
Cyp2d26	-0.22667	0.129575
Zbed3	-0.402521	0.129575
Eif5a2	-0.463273	0.129575
Traj49	-0.833089	0.129575
Krtcap2	0.15192	0.129453
Lsm14b	-0.15513	0.129428
Ggt5	0.215895	0.129192
Eif3m	0.206299	0.129192
Prps1	0.150202	0.129192
Ctdsp2	0.143486	0.129192
Osgepl1	-0.218981	0.129192
Phf11b	-0.268062	0.129192
Psma2	0.174527	0.129061
Elovl1	-0.163314	0.129061
Tmem198	-0.453189	0.129061
S1pr4	-0.839898	0.129061
Hspb2	0.429222	0.128964
Rad21l	0.811786	0.128913
D430018E03Rik	0.781698	0.128871
Arl5c	0.594823	0.128871
Fbxo36	0.471608	0.128871
Mthfr	0.307376	0.128871
Tst	0.186804	0.128871
Ncl	-0.097882	0.128871
Gm9892	-0.182935	0.128871
Id4	-0.423841	0.128871
Spag9	0.106402	0.12887
Arl2	-0.190205	0.12887
TIGD5;	0.739496	0.128783
Fam199x	0.173143	0.128783
Fam149b	-0.233503	0.128783
Sfrp5	0.487759	0.12857
AI314180	-0.105655	0.128566
Gm13803	-0.382114	0.128561
RP23-173H19.3	0.856362	0.128447
Tinag	-0.242412	0.128433
Otud1	0.348709	0.128327
Zc3h12c	-0.317975	0.128236
Gm26843	1.201595	0.128189
Prickle4	1.170652	0.128189
Myl10	1.154139	0.128189
Gm13479	1.044651	0.128189
Proz	1.005545	0.128189
Snora69	0.993205	0.128189
1700054A03Rik	0.989481	0.128189
Gm8738	0.959632	0.128189
Gm14165	0.959016	0.128189
Gm15491	0.958985	0.128189
Gm10612	0.958809	0.128189
Gm12096	0.958744	0.128189
Robo3	0.958595	0.128189
Gm25203	0.958532	0.128189
Elovl3	0.958461	0.128189
Gm6570	0.95839	0.128189
Ccdc142	0.958374	0.128189
Gm21917	0.958336	0.128189
Gm20506	0.958242	0.128189
Gm15201	0.958205	0.128189
Gm24729	0.958082	0.128189
Gm12568	0.958073	0.128189
Nup210l	0.958037	0.128189
RP23-147I4.1	0.958011	0.128189
Defb42	0.957937	0.128189
Ppbp	0.957921	0.128189
RP24-142E6.6	0.957855	0.128189
Gm2260	0.957854	0.128189
Kcnmb2	0.957798	0.128189
Dnaic2	0.957793	0.128189
Gm7363	0.957777	0.128189
Mir6374	0.957693	0.128189
Gm27817	0.957632	0.128189
Gm14520	0.957631	0.128189
Pnma3	0.957597	0.128189
Tnni3k	0.957597	0.128189
1700020D05Rik	0.957596	0.128189
Grhl3	0.957586	0.128189
4833403I15Rik	0.957564	0.128189
Shcbp1l	0.957562	0.128189
Pcdhb15	0.95743	0.128189
Chia1	0.957395	0.128189
Gm23523	0.957385	0.128189
Gm6096	0.957378	0.128189
Gm16835	0.957324	0.128189
Ceacam9	0.957306	0.128189
Gm12005	0.957271	0.128189
Myh2	0.957231	0.128189
Gm14399	0.957201	0.128189
Tmem40	0.957201	0.128189
Gm3550	0.957071	0.128189
Gm22634	0.957063	0.128189
Il31ra	0.956414	0.128189
Kcnj5	0.925594	0.128189
Tex40	0.902552	0.128189
Gm11100	0.898269	0.128189
Sult1c1	0.894798	0.128189
Cyp2d41-ps	0.889422	0.128189
Igkv4-57-1	0.882811	0.128189
Gm6444	0.880535	0.128189
RP24-240J15.1	0.879319	0.128189
Plet1os	0.863864	0.128189
Ppp1r1c	0.860625	0.128189
Necab2	0.860447	0.128189
Fam163b	0.859207	0.128189
Polr2k-ps	0.859051	0.128189
1700047M11Rik	0.858737	0.128189
Hist1h4a	0.858722	0.128189
Hopxos	0.858503	0.128189
Gm16731	0.85839	0.128189
Gm8618	0.858116	0.128189
AK157302	0.857654	0.128189
Gm6787	0.85742	0.128189
Gm9320	0.853994	0.128189
Ccdc38	0.833344	0.128189
Gm12153	0.831954	0.128189
Scarna3b	0.829468	0.128189
Lce3f	0.811074	0.128189
Gpr1	0.809698	0.128189
Gm12501	0.808393	0.128189
Gm9493	0.80609	0.128189
Olfr287	0.806063	0.128189
Alx4	0.805007	0.128189
Gm11476	0.803291	0.128189
BC051628	0.803194	0.128189
Gm5544	0.80284	0.128189
Gm16907	0.802701	0.128189
Gm26566	0.802181	0.128189
Gm10126	0.801947	0.128189
D830039M14Rik	0.801726	0.128189
Dntt	0.797086	0.128189
Gm8369	0.794496	0.128189
Olfr56	0.789403	0.128189
Gm24620	0.788032	0.128189
Gm26733	0.787518	0.128189
Fut9	0.786045	0.128189
Cyp2j13	0.761682	0.128189
Gm26847	0.760692	0.128189
Gm24362	0.751944	0.128189
Polh	0.75127	0.128189
D930030I03Rik	0.73762	0.128189
RP23-358I10.3	0.73408	0.128189
Gm20445	0.733571	0.128189
RP24-230C18.1	0.725151	0.128189
Gm12596	0.712854	0.128189
Lcn4	0.707198	0.128189
Tlr8	0.686685	0.128189
Gm15453	0.670604	0.128189
RP23-184I13.3	0.654936	0.128189
Slamf6	0.647989	0.128189
Prr18	0.639898	0.128189
Erdr1	0.633034	0.128189
Bco1	0.629989	0.128189
RP24-492O4.4	0.626402	0.128189
Rpl27a-ps2	0.575859	0.128189
Slc39a2	0.560157	0.128189
Tpsb2	0.54586	0.128189
Rbm6-ps1	0.512695	0.128189
Hmgcll1	0.499527	0.128189
RP24-178N19.2	0.474351	0.128189
Dkkl1	0.473745	0.128189
Hoxd3	0.426135	0.128189
Ppfia2	0.421742	0.128189
Lhfpl4	0.42143	0.128189
Lrrn2	0.41762	0.128189
Entpd3	0.416662	0.128189
Gfpt2	0.410721	0.128189
Extl1	0.408974	0.128189
Unc13c	0.405142	0.128189
Dhx58	0.402061	0.128189
Zdhhc8	0.392255	0.128189
Pex10	0.390027	0.128189
Dus4l	0.387802	0.128189
Pcdhgc4	0.382139	0.128189
Nrsn1	0.367149	0.128189
RP24-74O18.4	0.360267	0.128189
Hoxa9	0.357351	0.128189
Smarca5-ps	0.351398	0.128189
Dll4	0.345626	0.128189
9130019O22Rik	0.338676	0.128189
Slamf7	0.329338	0.128189
Fmnl3	0.322971	0.128189
Hoxa4	0.317852	0.128189
Dab1	0.317838	0.128189
Fam132b	0.315314	0.128189
Vstm4	0.307909	0.128189
Armcx4	0.306739	0.128189
Eef1a2	0.304158	0.128189
Tenc1	0.299628	0.128189
Tpra1	0.295046	0.128189
Hinfp	0.293327	0.128189
Zkscan14	0.285341	0.128189
Zgpat	0.283738	0.128189
RP24-150H14.4	0.282325	0.128189
Rpl23a	0.281876	0.128189
Zcchc12	0.278152	0.128189
Tmem129	0.273153	0.128189
Rpl37rt	0.270856	0.128189
Tspan5	0.267752	0.128189
Cers2	0.262275	0.128189
Myocd	0.260549	0.128189
Sst	0.259559	0.128189
Epha1	0.25708	0.128189
Bend5	0.255753	0.128189
Slc23a3	0.2554	0.128189
Fam103a1	0.254822	0.128189
Alkbh4	0.253741	0.128189
Ralgps1	0.253537	0.128189
Nip7	0.249087	0.128189
Btbd2	0.247979	0.128189
Cog6	0.239128	0.128189
A330017A19Rik	0.234874	0.128189
Sbk1	0.233348	0.128189
Prdx3	0.231645	0.128189
Mcm2	0.224725	0.128189
Rab34	0.223766	0.128189
Tmem191c	0.220908	0.128189
Tbc1d16	0.216521	0.128189
Arhgef10l	0.214807	0.128189
Zfp944	0.21369	0.128189
Trim30d	0.211461	0.128189
Map2k3	0.209173	0.128189
Osr2	0.205568	0.128189
Loxl1	0.20494	0.128189
Manea	0.203823	0.128189
Cd52	0.201671	0.128189
Rnaseh2a	0.201161	0.128189
Rrp1b	0.200495	0.128189
Sesn2	0.198997	0.128189
D930015E06Rik	0.197831	0.128189
Chrm2	0.197303	0.128189
Rpl41	0.196889	0.128189
Slc3a2	0.192972	0.128189
Znhit6	0.192939	0.128189
Coa4	0.190449	0.128189
Col6a4	0.189665	0.128189
Znrd1	0.189245	0.128189
Camsap1	0.188062	0.128189
Rnf217	0.187813	0.128189
Akr1b10	0.187405	0.128189
Crb3	0.185572	0.128189
Mfsd11	0.184986	0.128189
Vipr1	0.181781	0.128189
Nup153	0.179565	0.128189
Tshz3	0.179406	0.128189
Nags	0.179247	0.128189
Sigirr	0.179073	0.128189
Hmox2	0.178386	0.128189
Polr3gl	0.177771	0.128189
Hsf2	0.177347	0.128189
Slc25a13	0.175737	0.128189
H1f0	0.17539	0.128189
6330416G13Rik	0.175204	0.128189
Rpl14-ps1	0.172887	0.128189
Plcb1	0.172816	0.128189
Eif5a	0.172599	0.128189
Procr	0.172577	0.128189
Arrb2	0.168211	0.128189
C2cd3	0.167541	0.128189
Cdcp1	0.167385	0.128189
Yars	0.167225	0.128189
D230025D16Rik	0.165394	0.128189
Ror2	0.162486	0.128189
Rbl2	0.158285	0.128189
Terf2ip	0.157117	0.128189
Ctdnep1	0.156232	0.128189
Clasrp	0.156042	0.128189
1110001J03Rik	0.155507	0.128189
Dtna	0.155491	0.128189
Myo1d	0.155151	0.128189
Srsf10	0.154152	0.128189
Ganab	0.153397	0.128189
Mmp14	0.153392	0.128189
Ptrf	0.153064	0.128189
Cdc42se2	0.152536	0.128189
Arl3	0.152533	0.128189
Rap2b	0.152424	0.128189
Cap1	0.151646	0.128189
Chid1	0.151625	0.128189
Nhlrc3	0.151243	0.128189
Brf1	0.151115	0.128189
Trappc3	0.151084	0.128189
Leng1	0.148115	0.128189
Tmed9	0.146971	0.128189
Mesdc1	0.146596	0.128189
Gnpat	0.144307	0.128189
Fam117b	0.143105	0.128189
Dhx32	0.142439	0.128189
Arpc5l	0.141604	0.128189
Mrfap1	0.140763	0.128189
Eif1a	0.139976	0.128189
Rbbp4	0.139876	0.128189
Akr1e1	0.139454	0.128189
Ltbp1	0.138446	0.128189
Tmem55a	0.137052	0.128189
Gab2	0.135599	0.128189
Zcchc11	0.135525	0.128189
Ric1	0.134759	0.128189
Rgs17	0.13458	0.128189
Mrpl20	0.134377	0.128189
mt-Co1	0.134064	0.128189
Tmem2	0.132873	0.128189
Rfx7	0.130082	0.128189
Wdr82	0.129648	0.128189
Ybx1	0.129181	0.128189
Kpna1	0.1289	0.128189
Ppp1r14d	0.127417	0.128189
Ubac2	0.127259	0.128189
Ube2e3	0.126494	0.128189
Strip1	0.126401	0.128189
Slc9a1	0.126341	0.128189
Mustn1	0.124897	0.128189
Metap1	0.124688	0.128189
Wsb2	0.124065	0.128189
Tm2d3	0.124017	0.128189
Necap2	0.119929	0.128189
Rtn3	0.119372	0.128189
Spop	0.119133	0.128189
Rsbn1l	0.11498	0.128189
Ppp6c	0.114183	0.128189
Ube2d2a	0.114023	0.128189
S100a13	0.111639	0.128189
Galnt12	0.111621	0.128189
Mafg	0.109874	0.128189
Pdia3	0.109807	0.128189
Apc	0.1076	0.128189
Ik	0.107128	0.128189
Gtf2i	0.106827	0.128189
Zfand6	0.105513	0.128189
Kdelr1	0.105439	0.128189
Ifngr1	0.104271	0.128189
Tshz2	0.104157	0.128189
Kif1b	0.101596	0.128189
Otud4	0.099935	0.128189
Asph	0.09953	0.128189
Ndufs2	0.098573	0.128189
Ndufb10	0.096629	0.128189
Eif3f	0.094733	0.128189
Cand1	0.093492	0.128189
Akr1a1	0.092564	0.128189
Bcap31	0.087184	0.128189
Grb2	0.08597	0.128189
Cd2ap	-0.079832	0.128189
Arl8b	-0.094731	0.128189
Pcm1	-0.099609	0.128189
Pgd	-0.102289	0.128189
Ankib1	-0.106069	0.128189
Pkn2	-0.108972	0.128189
Ccnl1	-0.110332	0.128189
Apoa1bp	-0.110942	0.128189
Dld	-0.1118	0.128189
Stx17	-0.1121	0.128189
Smim20	-0.11258	0.128189
Ndufa9	-0.114602	0.128189
Tprgl	-0.114861	0.128189
Rad50	-0.116829	0.128189
Evi5	-0.119321	0.128189
Rev3l	-0.119836	0.128189
Hgs	-0.127235	0.128189
Ces2e	-0.129339	0.128189
Pkn1	-0.130375	0.128189
Ate1	-0.130791	0.128189
Riok3	-0.130887	0.128189
Dock7	-0.131262	0.128189
Eps8	-0.132384	0.128189
Tmed3	-0.132653	0.128189
Lin7c	-0.13287	0.128189
Cobll1	-0.133921	0.128189
Rbpj	-0.135952	0.128189
Mpp5	-0.136817	0.128189
Uba5	-0.141145	0.128189
Mrpl51	-0.141702	0.128189
Ttc14	-0.142355	0.128189
Nudt14	-0.142391	0.128189
Zmat3	-0.143184	0.128189
Igf2bp2	-0.143371	0.128189
Tpsg1	-0.143478	0.128189
Slc17a4	-0.143567	0.128189
Ascc3	-0.144826	0.128189
Zfp62	-0.145248	0.128189
Nhsl2	-0.147379	0.128189
Pias1	-0.148972	0.128189
Gucd1	-0.149808	0.128189
Naa16	-0.150421	0.128189
Mrps25	-0.151706	0.128189
Atpif1	-0.151952	0.128189
Fopnl	-0.15203	0.128189
Dennd1b	-0.152451	0.128189
Prss30	-0.15338	0.128189
Abce1	-0.156629	0.128189
Pam16	-0.157	0.128189
Dnaja1	-0.15779	0.128189
Tmtc2	-0.158778	0.128189
Pagr1a	-0.162861	0.128189
Rapgef2	-0.164142	0.128189
Tmc6	-0.165176	0.128189
Fcgbp	-0.165239	0.128189
Lpin2	-0.166737	0.128189
Spns1	-0.170021	0.128189
Uhmk1	-0.171773	0.128189
Trps1	-0.171827	0.128189
Tmem79	-0.17297	0.128189
Ano10	-0.173676	0.128189
Dhx16	-0.173701	0.128189
Ebf1	-0.174305	0.128189
Rap1gap	-0.174833	0.128189
Htatsf1	-0.179465	0.128189
Pde7a	-0.184797	0.128189
Abcf3	-0.186808	0.128189
Coq10b	-0.188917	0.128189
Phc1	-0.192018	0.128189
Nts	-0.192428	0.128189
Ccdc132	-0.193315	0.128189
Gm6136	-0.196978	0.128189
Klf4	-0.197761	0.128189
Kazn	-0.197964	0.128189
Cfap36	-0.198848	0.128189
Nfkbil1	-0.19979	0.128189
Hlcs	-0.199853	0.128189
Tuba1c	-0.211806	0.128189
Bcas3	-0.215585	0.128189
Zfp874a	-0.220069	0.128189
Mre11a	-0.221078	0.128189
Herc6	-0.223539	0.128189
Il33	-0.233877	0.128189
Ftsj1	-0.234931	0.128189
Rgs12	-0.237421	0.128189
Lmf2	-0.239774	0.128189
Ncapg	-0.240593	0.128189
Aspscr1	-0.24262	0.128189
Ntn1	-0.245558	0.128189
Dzip3	-0.247123	0.128189
Hoxd9	-0.247573	0.128189
Rhbdl2	-0.250919	0.128189
Tbc1d22b	-0.252056	0.128189
Lgals12	-0.252617	0.128189
Nr2c1	-0.253027	0.128189
Ckap2l	-0.258268	0.128189
Zfp64	-0.259254	0.128189
Cpn1	-0.263844	0.128189
Rpl30	-0.266287	0.128189
Esm1	-0.266742	0.128189
Scara3	-0.267922	0.128189
Efna5	-0.267954	0.128189
Nup54	-0.269542	0.128189
Optc	-0.274284	0.128189
Nanp	-0.276094	0.128189
Tollip	-0.278168	0.128189
Disp1	-0.279632	0.128189
RP23-16D16.14	-0.279845	0.128189
S100b	-0.282252	0.128189
RP24-260D21.1	-0.284559	0.128189
2900052L18Rik	-0.284614	0.128189
Dtnb	-0.287285	0.128189
Lgi4	-0.290887	0.128189
Rps23	-0.291256	0.128189
Sybu	-0.297932	0.128189
Mfsd8	-0.303244	0.128189
Letm2	-0.309894	0.128189
Snrpa	-0.314382	0.128189
Gm12141	-0.317852	0.128189
Nfya	-0.322125	0.128189
1600002H07Rik	-0.323779	0.128189
Jade3	-0.327312	0.128189
Edn3	-0.331513	0.128189
2810410L24Rik	-0.332239	0.128189
Bbs2	-0.335302	0.128189
Eldr	-0.34441	0.128189
Fgfbp3	-0.345376	0.128189
RP24-188H2.5	-0.356869	0.128189
Ptprn2	-0.36193	0.128189
Dbh	-0.370398	0.128189
Anks1b	-0.378319	0.128189
Rbm12b2	-0.38221	0.128189
Helq	-0.382288	0.128189
Ptgir	-0.385178	0.128189
Ighm	-0.391425	0.128189
E130311K13Rik	-0.397091	0.128189
Btnl5-ps	-0.397598	0.128189
Gar1	-0.397978	0.128189
D230017M19Rik	-0.399294	0.128189
Gm11696	-0.405805	0.128189
Lpar4	-0.406636	0.128189
Rasd1	-0.416271	0.128189
Cdca5	-0.419647	0.128189
RP23-404D8.10	-0.429187	0.128189
1810034E14Rik	-0.437903	0.128189
Gm21967	-0.438631	0.128189
Tnfrsf25	-0.442415	0.128189
Gm16540	-0.443664	0.128189
Rttn	-0.444941	0.128189
S100z	-0.451086	0.128189
Cldn14	-0.455567	0.128189
RP23-306B14.2	-0.461659	0.128189
Scn11a	-0.467728	0.128189
Muc16	-0.468114	0.128189
Gm15536	-0.468421	0.128189
Igfals	-0.477437	0.128189
Gas2	-0.478011	0.128189
Ksr2	-0.497142	0.128189
Hacl1	-0.504411	0.128189
Gm29112	-0.507309	0.128189
Gm15972	-0.522131	0.128189
F730043M19Rik	-0.525869	0.128189
Pdk4	-0.529635	0.128189
Tmem17	-0.535697	0.128189
Arpp21	-0.541483	0.128189
Slc26a1	-0.544677	0.128189
Scgb3a1	-0.550021	0.128189
G6b	-0.553322	0.128189
Zcwpw2	-0.582608	0.128189
Zap70	-0.584553	0.128189
Hdc	-0.607027	0.128189
Lrp2bp	-0.616281	0.128189
6430550D23Rik	-0.616931	0.128189
Scn8a	-0.620292	0.128189
2700012I20Rik	-0.620516	0.128189
Pkhd1	-0.632101	0.128189
Gm527	-0.642534	0.128189
RP23-303M15.4	-0.642605	0.128189
Gm6501	-0.649555	0.128189
6030445D17Rik	-0.655258	0.128189
RP23-335C3.8	-0.655965	0.128189
Sstr3	-0.656626	0.128189
Frem1	-0.657704	0.128189
Slmo1	-0.667307	0.128189
Trgv2	-0.669451	0.128189
Slc4a11	-0.702262	0.128189
Samd3	-0.716559	0.128189
Itgad	-0.718173	0.128189
Cntf	-0.718871	0.128189
Meiob	-0.718906	0.128189
RP23-250G8.14	-0.718926	0.128189
RP23-46B12.7	-0.734153	0.128189
Edar	-0.736028	0.128189
Gm13961	-0.749443	0.128189
Sycp1	-0.756056	0.128189
Gpr33	-0.756169	0.128189
Gm8805	-0.756169	0.128189
Myo16	-0.756169	0.128189
Csn3	-0.756169	0.128189
Csnk2a1-ps	-0.756169	0.128189
Gm17473	-0.75617	0.128189
Gm10287	-0.75617	0.128189
Gm13772	-0.75617	0.128189
RP23-116C1.1	-0.75617	0.128189
Gm19461	-0.75617	0.128189
Gm26710	-0.756176	0.128189
Psca	-0.756176	0.128189
Gm8976	-0.756176	0.128189
Vmn1r91	-0.756176	0.128189
Gm3739	-0.756176	0.128189
RP23-202C2.3	-0.756176	0.128189
Adad2	-0.756176	0.128189
Trim66	-0.756182	0.128189
Adam1a	-0.756182	0.128189
Gm2568	-0.756182	0.128189
Mak	-0.756183	0.128189
Gm2396	-0.756183	0.128189
Ifng	-0.756195	0.128189
Fam83a	-0.756195	0.128189
Capn12	-0.756202	0.128189
Gm13055	-0.756213	0.128189
Bmp6	-0.756214	0.128189
Gm5868	-0.756214	0.128189
Gm15308	-0.756214	0.128189
Alox12e	-0.756225	0.128189
RP24-441N3.3	-0.756226	0.128189
Mlc1	-0.756261	0.128189
Gm12229	-0.756457	0.128189
Defa-ps18	-0.756487	0.128189
Gm26517	-0.756496	0.128189
Gpr112	-0.756981	0.128189
RP23-77A8.2	-0.756982	0.128189
Caps2	-0.756982	0.128189
Gm9703	-0.756982	0.128189
AW047730	-0.756982	0.128189
D930019O06Rik	-0.756982	0.128189
9530027J09Rik	-0.756982	0.128189
RP23-448A11.17	-0.756982	0.128189
Sall3	-0.756982	0.128189
2810430I11Rik	-0.756982	0.128189
Gm6808	-0.756982	0.128189
B230216G23Rik	-0.756982	0.128189
Gm11549	-0.756982	0.128189
Gm21846	-0.756982	0.128189
Cd5	-0.757103	0.128189
Vwc2	-0.757116	0.128189
Gm15879	-0.757124	0.128189
Spatc1l	-0.757124	0.128189
Klhl40	-0.757127	0.128189
Clec4a4	-0.757128	0.128189
Gm20692	-0.757128	0.128189
Coro1b	-0.757128	0.128189
Kpna2-ps	-0.757129	0.128189
Dnah12	-0.757129	0.128189
Gm15847	-0.75713	0.128189
Adam21	-0.757131	0.128189
1600029O15Rik	-0.757131	0.128189
Gm15226	-0.757133	0.128189
Nlrp10	-0.757134	0.128189
Gm7502	-0.757134	0.128189
RP23-264F2.1	-0.757136	0.128189
Dlx3	-0.757138	0.128189
4930461G14Rik	-0.757138	0.128189
Gm27572	-0.757139	0.128189
Gm16157	-0.757139	0.128189
Gm10286	-0.757141	0.128189
Gm7666	-0.757141	0.128189
Gm13992	-0.757142	0.128189
Gm8141	-0.757142	0.128189
Fut7	-0.757167	0.128189
Slc30a3	-0.757168	0.128189
Gm12353	-0.757181	0.128189
Gm6285	-0.757184	0.128189
Gm15824	-0.757185	0.128189
Slc27a5	-0.757187	0.128189
Gpha2	-0.757187	0.128189
Mir351	-0.757187	0.128189
Gm14861	-0.757188	0.128189
Gm27033	-0.757188	0.128189
B130046B21Rik	-0.757189	0.128189
Boll	-0.75719	0.128189
Gm28883	-0.75719	0.128189
Gm1043	-0.757192	0.128189
Cd1d2	-0.757192	0.128189
Vwc2l	-0.757192	0.128189
Gm23713	-0.757194	0.128189
Oas1e	-0.757196	0.128189
Gm16335	-0.757196	0.128189
Enam	-0.757197	0.128189
4930505N22Rik	-0.757199	0.128189
Gm27675	-0.757199	0.128189
Adap2os	-0.757199	0.128189
Anapc15-ps	-0.757199	0.128189
Gm14494	-0.757199	0.128189
Gm12403	-0.757201	0.128189
Gm17173	-0.757201	0.128189
Gabrr1	-0.757221	0.128189
3425401B19Rik	-0.757229	0.128189
F930017D23Rik	-0.757253	0.128189
Gm12219	-0.757255	0.128189
4930568A12Rik	-0.757256	0.128189
Krt86	-0.75726	0.128189
Grm2	-0.75726	0.128189
Gm12734	-0.757262	0.128189
Gm2862	-0.757262	0.128189
Snord4a	-0.757262	0.128189
Gm12750	-0.757262	0.128189
Cdc34-ps	-0.757308	0.128189
Gm26753	-0.757339	0.128189
Gm24666	-0.757342	0.128189
Adh4	-0.757345	0.128189
Slc9c1	-0.757345	0.128189
Gm13597	-0.757345	0.128189
Cyb561a3	-0.757345	0.128189
Klkb1	-0.757408	0.128189
Gm15197	-0.757411	0.128189
Gm10505	-0.757414	0.128189
RP24-539E18.5	-0.757414	0.128189
Gm13269	-0.757418	0.128189
Gm12599	-0.757421	0.128189
Gm6580	-0.757422	0.128189
Gm13146	-0.757424	0.128189
Epha8	-0.757425	0.128189
Gm15989	-0.757428	0.128189
Gm13179	-0.757428	0.128189
Gpr110	-0.757428	0.128189
4933440M02Rik	-0.757429	0.128189
Syngr4	-0.757432	0.128189
Fam169a	-0.757432	0.128189
Gm28016	-0.757436	0.128189
A330050F15Rik	-0.75744	0.128189
Gm23287	-0.757642	0.128189
Asic4	-0.757773	0.128189
RP23-193J20.4	-0.758094	0.128189
Rpl9-ps7	-0.758869	0.128189
Irs4	-0.759047	0.128189
A230065N10Rik	-0.759138	0.128189
Igkv10-96	-0.760495	0.128189
Cyp2j5	-0.761175	0.128189
Gm29462	-0.762044	0.128189
Mesp2	-0.762156	0.128189
Gm8396	-0.762309	0.128189
Nr0b2	-0.762769	0.128189
Gm11930	-0.763493	0.128189
Gm15798	-0.763607	0.128189
Tmem27	-0.763823	0.128189
Gm22043	-0.764969	0.128189
Lctl	-0.76535	0.128189
Afp	-0.767005	0.128189
Gm25260	-0.767045	0.128189
Gm7325	-0.767066	0.128189
Gm28347	-0.767306	0.128189
Aicda	-0.767386	0.128189
Styxl1	-0.767571	0.128189
Gm12610	-0.767825	0.128189
Kirrel3os	-0.768277	0.128189
Gm17344	-0.768698	0.128189
Gm5244	-0.769386	0.128189
Lppr1	-0.769644	0.128189
Cd80	-0.770592	0.128189
Gm26523	-0.77163	0.128189
Mesp1	-0.771947	0.128189
4833413E03Rik	-0.773349	0.128189
G630030J09Rik	-0.773413	0.128189
1700026D08Rik	-0.774378	0.128189
RP23-370F14.3	-0.774959	0.128189
Sdr16c5	-0.776038	0.128189
Gm29440	-0.777279	0.128189
Gm14124	-0.777706	0.128189
Asz1	-0.778623	0.128189
Qrfp	-0.780267	0.128189
Gm15590	-0.782113	0.128189
Gm11830	-0.783209	0.128189
Slfn10-ps	-0.785208	0.128189
Gm14029	-0.787551	0.128189
Dnah11	-0.788954	0.128189
Gm12500	-0.789039	0.128189
Cacna1i	-0.790012	0.128189
B3gat2	-0.790821	0.128189
Gm15910	-0.79369	0.128189
Il12a	-0.795198	0.128189
Shisa8	-0.795492	0.128189
Gm16199	-0.798052	0.128189
Gm10051	-0.80356	0.128189
Gm7488	-0.805432	0.128189
Ctcfl	-0.805503	0.128189
Bhlhe22	-0.807491	0.128189
Olfr1034	-0.811617	0.128189
Gm26706	-0.814563	0.128189
Hcn1	-0.817988	0.128189
Folr4	-0.818397	0.128189
RP24-297J20.4	-0.8248	0.128189
Syndig1l	-0.827556	0.128189
Gm21975	-0.828178	0.128189
Slc35e3	-0.828323	0.128189
Meox2	-0.828723	0.128189
Snora68	-0.828868	0.128189
RP23-327M13.4	-0.82928	0.128189
Lrrtm4	-0.829606	0.128189
RP23-247F18.3	-0.831405	0.128189
Fabp1	-0.836867	0.128189
Dnajb13	-0.838928	0.128189
RP23-354D10.5	-0.842105	0.128189
Gm11604	-0.842681	0.128189
Gm10544	-0.843415	0.128189
Gm14439	-0.845661	0.128189
4930533D04Rik	-0.851694	0.128189
Pdia2	-0.854768	0.128189
Gm7429	-0.886453	0.128189
D930028M14Rik	-0.905603	0.128189
Akr1c21	-0.908588	0.128189
Fmo3	-0.92064	0.128189
Gm15672	-0.926911	0.128189
A430105J06Rik	-0.933343	0.128189
Syt16	-0.937876	0.128189
Gm5697	-0.953779	0.128189
Snora47	-0.990645	0.128189
Pcdhgb2	-1.000743	0.128189
Gm26448	-1.007731	0.128189
4930426D05Rik	-1.011	0.128189
Snord7	-1.012279	0.128189
Adnp	-1.034401	0.128189
Gm5844	-1.041736	0.128189
Gm4997	-1.075744	0.128189
2310008N11Rik	-1.134027	0.128189
Tmem185b	-1.147524	0.128189
Ccdc67	-1.21486	0.128189
Mdk-ps1	-1.263725	0.128189
Gm5525	-1.435825	0.128189
Tctex1d2	0.244003	0.128144
Mical3	0.235641	0.128144
