	Log2(FC)	Log10(Adj. P-value)
Fam101a	1.037704	0.175491
Zfp57	-1.16381	0.175451
Tomm40l	0.22147	0.175451
1700064H15Rik	1.009361	0.175451
Arsj	-0.799619	0.175435
Ppap2a	-0.260981	0.175435
Aars2	0.344521	0.175435
Gm10425	1.007261	0.175435
Lrrc15	1.008065	0.175435
A230083G16Rik	1.087491	0.175435
Gm26287	1.041522	0.175362
Cep170	-0.348609	0.175355
Tbc1d12	-0.246548	0.175355
Cyp3a11	-0.541349	0.175341
Ccdc53	-0.40523	0.175341
Hspa12a	-0.216913	0.175341
Hells	-0.216051	0.175341
Cdca5	0.34165	0.175341
Mctp1	0.370916	0.175341
RP24-222G3.1	0.401975	0.175341
Fam227a	0.427151	0.175341
RP23-145F9.3	0.431174	0.175341
Mnx1	0.468777	0.175341
Gm15483	1.000056	0.175341
Snord90	1.042592	0.175341
Chn1os3	-0.861254	0.175311
Rpl35a-ps5	1.008659	0.17524
Hba-a2	-0.463218	0.175158
Xrn2	0.11707	0.175158
4632428N05Rik	0.17642	0.175158
Il15	-0.273094	0.175007
Prpsap2	-0.262614	0.174965
Mrpl44	-0.210173	0.174965
Src	-0.183768	0.174965
Ptgfrn	-0.149285	0.174965
Ssh1	0.152172	0.174965
Gemin7	0.174223	0.174965
Fabp7	1.005891	0.174965
Dio3	1.005947	0.174965
Grid1	1.008559	0.174965
Gm15421	1.009472	0.174965
Gm12726	1.04838	0.174965
Bnip1	0.250536	0.17477
Dcun1d1	-0.1246	0.17459
Hao2	-0.51391	0.174557
Ate1	0.150183	0.174557
Ikbke	-0.183923	0.174469
Commd9	0.274887	0.174469
Tpt1-ps3	0.657858	0.174469
Capn2	0.167914	0.174387
Tha1	-0.33057	0.174246
1110018N20Rik	-0.824831	0.174229
Zfp939	-0.472067	0.174229
S100a16	0.146198	0.174229
Prnp	0.157705	0.174229
Gm15604	1.009014	0.174229
Rbpj	-0.171028	0.174117
Rbbp6	0.100563	0.174117
Eif4ebp3	1.117266	0.17393
D630008O14Rik	1.117619	0.17393
RP23-322P13.2	-1.306656	0.173856
Bbs10	0.66462	0.173856
Rps2-ps13	0.805619	0.173856
Gtf2a1l	1.055099	0.173856
Ppp1r3d	-0.568711	0.173557
Ankrd17	0.089149	0.173557
Pqbp1	0.145795	0.173557
Dner	0.304564	0.173557
Ccdc138	0.530694	0.173557
Ckmt2	1.003332	0.173557
Gm26792	1.003423	0.173557
Gm15325	1.004892	0.173557
Sec1	1.00495	0.173557
Gm23833	1.00677	0.173557
Gm11702	1.008458	0.173557
Mir200b	1.411592	0.173557
Kcnk10	0.845467	0.173502
Hba-a1	-0.384289	0.173286
Nrg4	-0.294943	0.173286
Maf1	-0.155949	0.173286
Thumpd3	-0.146539	0.173286
Lman1	-0.110634	0.173286
Khk	0.192118	0.173286
Ankrd9	0.223516	0.173286
mt-Tp	0.365591	0.173286
RP23-347F2.2	1.004509	0.173286
Gm26109	1.006457	0.173286
C130026L21Rik	1.006775	0.173286
Cldn20	1.008246	0.173286
Gm5822	1.06042	0.173286
Sord	-0.147209	0.172817
Tmem56	0.210423	0.172817
Polk	0.268453	0.172817
Gm5244	0.990837	0.172817
Clca6	-0.471742	0.172789
Pcdh17	-0.239129	0.172545
Prkce	-0.14837	0.172545
Pcsk9	0.233792	0.172545
Faxc	0.676767	0.172545
Gm16008	1.001815	0.172545
Slc26a11	-0.336556	0.172485
Bcam	0.293602	0.172485
Asb7	-0.21483	0.172474
Sox4	0.121123	0.172474
Col6a2	0.241427	0.172474
Zfp26	0.246043	0.172474
Snord17	0.955457	0.172474
Gm22107	1.001416	0.172474
Gm13015	1.005931	0.172474
R3hdm2	-0.200044	0.172372
Grem2	-0.188007	0.172372
Cnot2	-0.157059	0.172372
Cit	0.220469	0.172372
Rps8-ps2	1.008644	0.172372
Gm5215	1.002796	0.172194
Mien1	0.175623	0.172149
4933415A04Rik	-0.450946	0.172052
Alyref2	-0.313295	0.172052
Laptm5	0.195838	0.172052
Sdf2	-0.284185	0.171988
Arhgef33	1.002467	0.171988
Gm15204	1.082019	0.171988
B430305J03Rik	1.069212	0.171891
Rnf183	1.002298	0.171774
Ndufa1	-0.303192	0.17177
Rai14	-0.219554	0.17177
Ubxn4	-0.115127	0.17177
Herc1	0.120456	0.17177
Fcf1	0.135059	0.17177
Gxylt1	0.142919	0.17177
Cldn5	0.463158	0.17177
1700040L02Rik	0.488535	0.17177
Ccdc85b	1.002164	0.17177
Gm13230	1.149524	0.17177
Rft1	0.307419	0.171365
Gm12222	1.072079	0.171365
AF251705	-0.548499	0.171315
Nup153	0.193674	0.171315
B130024G19Rik	-0.795703	0.171296
Mylk3	-0.552735	0.171296
Baat	-0.374041	0.171296
Tmem63b	-0.316997	0.171296
Ubr1	-0.197974	0.171296
Pigm	-0.187098	0.171296
Tjap1	-0.186802	0.171296
Smn1	-0.183674	0.171296
Dapp1	-0.160109	0.171296
Commd7	-0.131266	0.171296
Clip1	0.118872	0.171296
Ikbkb	0.122486	0.171296
Trim39	0.210318	0.171296
Ubqln4	0.248666	0.171296
Akap10	0.264819	0.171296
Olfm4	0.302861	0.171296
Apoc3	0.381387	0.171296
Gm15293	0.434563	0.171296
Gm4980	0.450818	0.171296
Slc16a7	0.517251	0.171296
Arsg	0.524411	0.171296
Gm15441	0.867128	0.171296
Dynlt1b	0.984064	0.171296
Nlrp5-ps	0.998998	0.171296
6430531B16Rik	1.000145	0.171296
1700019L03Rik	1.004133	0.171296
Gm15910	1.004747	0.171296
Gm19503	1.005615	0.171296
C1rb	1.007468	0.171296
Dhrs13os	1.007551	0.171296
Gm26576	1.074531	0.171296
RP23-462C3.2	1.158551	0.171296
Prodh2	1.158613	0.171296
Mir8112	1.158641	0.171296
RP24-66L18.1	1.158648	0.171296
Cd200r3	1.158649	0.171296
Gm11205	1.158728	0.171296
D030047H15Rik	1.158728	0.171296
Gm10154	1.158729	0.171296
Anapc15-ps	1.158769	0.171296
RP23-406J20.2	1.15881	0.171296
Snord8	1.158835	0.171296
1700022N22Rik	1.15885	0.171296
2410018L13Rik	1.158864	0.171296
Gltscr1	1.158865	0.171296
1810006J02Rik	1.158878	0.171296
Gm5590	1.158932	0.171296
Zcchc9-ps	1.15895	0.171296
Smt3h1-ps	1.158978	0.171296
4-Mar	1.159114	0.171296
Gm15512	1.159152	0.171296
RP23-114N13.2	1.159329	0.171296
4732414G09Rik	1.159364	0.171296
Gm22858	1.15941	0.171296
RP23-59N8.3	1.159484	0.171296
Gm10524	1.160554	0.171296
Cdh23	1.1615	0.171296
Srp19	0.138338	0.171289
Cenpe	0.159144	0.171289
Rab40c	0.178993	0.171289
Btnl1	0.262067	0.171289
Slc12a4	0.336343	0.171289
Gm17586	0.402611	0.171289
Gm10729	0.475551	0.171289
Lat	0.493363	0.171289
Agap2	0.527031	0.171289
Mrpl23-ps1	0.794358	0.171289
Opn4	0.980712	0.171289
Tepp	0.997207	0.171289
Dtnbos	0.99937	0.171289
1700026D08Rik	1.005511	0.171289
Gna11	-0.129154	0.171282
Sel1l	-0.098913	0.171282
Rpl7l1	0.145361	0.171282
Skiv2l2	0.153462	0.171282
Ccdc86	0.200351	0.171282
Cd99l2	0.215253	0.171282
Tex9	0.240463	0.171282
Emcn	0.253584	0.171282
Cenpn	0.257927	0.171282
Serpina1d	0.928876	0.171282
RP24-485J8.3	1.002313	0.171282
Ahsg	1.059179	0.171282
Spata33	1.166539	0.171282
Ptprn	-0.34786	0.171121
Ttc22	-0.198936	0.171121
Uap1l1	-0.181459	0.171121
Tjp1	-0.150295	0.171121
Yaf2	0.188678	0.171121
Fam50a	0.196513	0.171121
Dhx29	0.222541	0.171121
Oxld1	0.343157	0.171121
Gm12680	1.162161	0.171121
Tex19.1	0.978177	0.170898
Saa2	-1.321197	0.170814
Fam180a	-1.15352	0.170814
Ltk	-0.709656	0.170814
Mknk1	-0.232304	0.170814
Cln3	-0.201297	0.170814
Slc7a7	-0.143555	0.170814
Prkcd	-0.134991	0.170814
D15Ertd621e	-0.134824	0.170814
Arf6	-0.128336	0.170814
Add3	-0.112053	0.170814
Tbx3	0.172571	0.170814
Scgn	0.231419	0.170814
Pawr	0.267419	0.170814
Eef1a1	0.284141	0.170814
AA415398	0.35874	0.170814
Reg4	0.477906	0.170814
Gatsl3	0.849421	0.170814
Gm25832	0.976803	0.170814
Plin5	1.025226	0.170814
Gm25128	1.038345	0.170814
Gm15884	1.203601	0.170814
Fermt2	-0.205957	0.170791
Slc9a8	0.204615	0.170791
Pcdhga5	0.849677	0.170791
Spink2	-1.359118	0.170779
Slc25a14	-0.273159	0.170779
Maged2	-0.25888	0.170779
Bod1	-0.195856	0.170779
Nfyb	-0.140541	0.170779
Klra17	0.536422	0.170779
Gm15459	0.849233	0.170779
Gm15440	0.849276	0.170779
2310008N11Rik	0.997475	0.170779
Lrrc48	-0.598591	0.170604
Prdm2	0.157478	0.170364
RP24-188H2.4	-0.803566	0.170281
Tmem25	-0.295536	0.170281
Utp15	-0.278012	0.170281
Timmdc1	-0.239266	0.170281
Col5a2	-0.224596	0.170281
Cipc	-0.192811	0.170281
Cpsf3	-0.155484	0.170281
Ndufb2	0.124414	0.170281
Guf1	0.167207	0.170281
Rapgef2	0.190049	0.170281
Mtmr10	0.307481	0.170281
Adh6a	0.59806	0.170281
Lhfpl1	0.996795	0.170281
Gm15477	0.996942	0.170281
Nup133	-0.317123	0.170178
Dcun1d4	0.208822	0.170178
Ints6	0.22893	0.170083
Tcf23	-0.629843	0.170038
6030458C11Rik	-0.222123	0.170038
Cir1	-0.142153	0.170038
Tmod3	-0.138918	0.170038
Psmb1	0.109775	0.170038
Bcas2	0.196273	0.170038
Fam13a	0.224787	0.170038
Slc39a8	0.281391	0.170038
Adam28	1.005366	0.170038
Rps8-ps3	1.092154	0.170038
Kcnt2	-0.793048	0.170024
Tefm	-0.595267	0.170024
Sirpa	-0.326371	0.170024
Apbb1ip	-0.237014	0.170024
L1cam	0.140371	0.170024
Dnajc10	0.146449	0.170024
Kdm6b	0.200685	0.170024
Msantd1	0.945733	0.170024
Gm26707	0.972127	0.170024
Gm7488	0.996106	0.170024
Gm22265	1.156598	0.170024
Sptbn4	1.174236	0.170024
Gm10101	-0.533846	0.170013
Dynll1	0.160764	0.170013
Capn8	0.28719	0.170013
Sp7	0.992789	0.170013
Gm6576	0.995785	0.170013
Hand1	0.319901	0.169909
Iapp	-0.514448	0.169715
Rab24	-0.161683	0.169575
Anxa6	0.233756	0.169575
Card9	-1.084656	0.169392
Stat5b	0.16844	0.169392
Suv39h2	-0.462217	0.169141
Ralgapb	-0.119285	0.169028
Col23a1	0.169298	0.169028
Fscn1	0.287058	0.169028
Mettl21b	0.316073	0.169028
Obsl1	0.445345	0.169028
Gpr126	0.257031	0.168956
Arap2	-0.127125	0.168791
Bcl2	0.152099	0.168663
Relb	-0.183227	0.168592
Ano9	0.154244	0.168592
Lep	0.562646	0.168592
Myoz2	0.994499	0.168592
RP23-328G14.1	1.132254	0.168592
RP23-379F4.1	1.197766	0.168592
Surf6	0.295573	0.168535
Rrp12	0.307909	0.168535
Dhx9	0.13902	0.168533
Ankrd32	0.169603	0.168533
Nt5c2	0.288344	0.168533
Shd	1.021476	0.168533
Lmtk3	-0.626419	0.168531
2310043O21Rik	-0.579034	0.168531
9030624J02Rik	-0.258673	0.168531
Pfkfb4	-0.220871	0.168531
Cdx1	-0.198085	0.168531
Lnx2	-0.147321	0.168531
Ubr5	0.107358	0.168531
Hsp90aa1	0.158294	0.168531
Dnpep	0.179278	0.168531
Acvrl1	0.209782	0.168531
Mecr	0.215977	0.168531
Gpc1	0.260078	0.168531
Mbd4	0.287122	0.168531
Ninl	0.363852	0.168531
Zfp78	0.990888	0.168531
Gm960	0.991033	0.168531
Ddx51	-0.337142	0.16849
Gatb	0.323355	0.16849
Cd160	0.394478	0.16849
Ednrb	0.180135	0.168455
Sh3tc1	0.294224	0.168447
Rrs1	-0.248414	0.168387
Mea1	0.203329	0.168387
Aox3	-0.851502	0.168314
Tnfsf12Tnfsf13	0.419306	0.168314
Neurl4	0.210482	0.168263
Sec62	-0.14617	0.168255
Ppp4r1	-0.151672	0.168246
Gm26691	-0.851194	0.168235
Gm13368	1.003783	0.168235
Rpl26-ps4	1.422104	0.168235
Gstp1	0.989898	0.168143
Nefl	-0.504192	0.168091
Mospd2	-0.313058	0.168091
Atpaf1	-0.263222	0.168091
Gpr108	0.12792	0.168091
Pds5b	0.140914	0.168091
Faf1	0.152632	0.168091
Fam183b	0.409365	0.168091
Spns3	0.502411	0.168091
Treml4	0.675679	0.168091
Gm7887	0.868424	0.168091
Gm13749	0.965324	0.168091
Ccdc149	0.277145	0.168072
Med10	-0.189823	0.168067
Srsf9	-0.185674	0.168067
Cluh	0.112511	0.168067
Gm7117	1.001154	0.168067
Gm16433	1.184746	0.168067
Lsm14a	-0.18274	0.168045
Gm14762	1.184839	0.168045
Metap2	-0.152835	0.168024
Galnt5	-0.208745	0.167936
10-Sep	-0.244187	0.167753
Ppp1r13b	0.177696	0.167753
RP23-299N6.2	0.988991	0.167753
Apex1	-0.241288	0.167726
Cfap36	-0.280986	0.167712
Ankrd1	1.159539	0.167712
Has2	-0.825617	0.16723
Creb3l4	-0.204133	0.16723
Cox7c	-0.20038	0.16723
Vps54	-0.190437	0.16723
Auh	-0.16343	0.16723
Ei24	-0.143492	0.16723
Nek6	0.144942	0.16723
Esam	0.192379	0.16723
Zfp609	0.230277	0.16723
Gm19980	0.54214	0.16723
Tulp2	1.14727	0.16723
BC043934	1.152002	0.16723
Gm15850	1.179365	0.16723
Ribc1	-0.466886	0.167201
Gm21816	0.862693	0.167201
Mnd1	0.420885	0.16711
Acin1	0.160113	0.16686
Tmem104	0.226004	0.16686
RP23-125I14.4	0.376761	0.166694
Rbmx	-0.248377	0.166614
3-Mar	0.774361	0.166492
Zfp367	-0.40115	0.166463
Mrpl52	-0.160207	0.166306
Ctss	-0.110783	0.166306
Coa3	0.130479	0.166306
Impact	-0.270981	0.166257
Atf7	0.228418	0.166257
Dbnl	0.131502	0.166105
Slc38a4	0.676462	0.166105
Yjefn3	0.594836	0.166093
Slc17a8	-0.447129	0.166017
Ppp2r3a	0.164662	0.166017
Mdfi	0.625809	0.166017
Snx14	-0.188534	0.165837
Gpr19	-0.511045	0.165827
Astn2	-0.703181	0.165784
Stip1	0.165085	0.165748
Them6	0.358491	0.165748
Cyp2c44	-0.70283	0.165649
Zfp677	-0.692283	0.165649
Rgmb	-0.550636	0.165649
RP23-114L12.6	-0.336694	0.165649
Stk11ip	-0.325529	0.165649
Acsl4	-0.241547	0.165649
Mob3b	-0.22891	0.165649
Cdca4	-0.18653	0.165649
1110059G10Rik	-0.182355	0.165649
Lum	-0.179771	0.165649
Prkaca	-0.173093	0.165649
Dcaf17	-0.150831	0.165649
Tpcn1	-0.130617	0.165649
Chpt1	-0.130483	0.165649
Nrip1	0.104617	0.165649
Muc2	0.177033	0.165649
Gys1	0.211293	0.165649
Kcne4	0.278408	0.165649
RP23-209N14.4	0.463466	0.165649
Prr7	0.858883	0.165649
BC030307	0.876945	0.165649
Snord42b	0.999405	0.165649
Gm18588	1.034431	0.165649
Fndc8	1.110913	0.165649
Gm16104	1.153035	0.165649
Zkscan16	1.219736	0.165649
BC106179	1.151323	0.165323
Col5a3	-0.312212	0.165225
Abhd17a	-0.171871	0.165225
Rxra	-0.120971	0.165225
Gm17139	0.957537	0.165225
RP23-268A12.1	-0.685308	0.164969
Gpd1l	0.119455	0.164969
Msx1	0.84331	0.164969
Isca1	0.194795	0.164883
Adat1	0.430876	0.164598
Svep1	-0.218377	0.164466
Son	-0.072189	0.164466
RP23-398K14.4	0.924237	0.164443
Sarm1	1.16882	0.16439
Rdx	0.141319	0.164354
Gm6665	0.984768	0.164354
Spaca3	1.147377	0.164306
RP23-82P18.4	-0.394578	0.164221
Ube2d2a	-0.121749	0.164221
Usp14	0.113503	0.164221
Tmem11	0.128912	0.164221
Dysf	0.277495	0.164221
Ldhd	0.409872	0.164221
Gm18981	0.786838	0.164221
Il9r	0.786984	0.164221
Aox2	1.183297	0.164221
Rad1	-0.266503	0.164194
Hspa2	0.182491	0.164165
Gm8378	0.786451	0.164165
Rnf31	-0.386608	0.164093
RP24-337A16.2	0.786392	0.164093
Idh3a	-0.145269	0.163985
RP23-118E21.11	-0.820747	0.163979
Slc43a1	-0.463164	0.163979
Tmem106c	-0.273086	0.163979
Rab17	-0.171601	0.163979
Tspan4	0.184809	0.163979
Spo11	-0.850492	0.163894
Creb1	-0.117482	0.163894
Serinc1	0.121201	0.163894
Jmjd8	0.173957	0.163894
Defa21	-0.247166	0.163778
Tvp23bos	0.785538	0.163778
Eif3g	0.145022	0.163685
Gm10167	0.475906	0.163685
Dctn5	-0.136679	0.163624
Tmem51	0.162465	0.163624
Adat2	0.34221	0.163624
Dusp5	0.372163	0.163624
Nudt17	0.634461	0.163624
Cldn14	0.869937	0.163624
Gpr61	1.156561	0.163624
Aldh1a2	-0.279244	0.163376
Foxd3	-0.581018	0.163362
Pkn2	-0.110343	0.163362
Tmc8	0.569796	0.163362
S100a8	-1.310198	0.163233
Siglecf	0.330564	0.163233
Phox2b	-0.289646	0.163219
Cd2bp2	-0.178145	0.163219
Nbl1	-0.129538	0.163219
Dnmt1	0.136573	0.163219
Bai2	1.148603	0.163219
Pla2g4c	-0.543721	0.163166
Lin7b	-0.483983	0.163166
Gm23095	0.997389	0.163166
L3mbtl2	0.257087	0.163159
1700105P06Rik	1.278602	0.163007
Raver1	0.229322	0.162926
Gm11450	0.986757	0.162926
Rps15a	0.119911	0.162795
Shcbp1	0.247876	0.162795
Psmb8	0.26816	0.162795
Psmg4	0.226984	0.162795
Kndc1	0.929737	0.162795
Porcn	0.37316	0.162774
Arih1	-0.12768	0.162326
Racgap1	0.188352	0.162326
Ap5m1	0.246601	0.162326
Adamtsl4	0.269581	0.162326
Dis3l2	0.245145	0.162232
Slc25a42	-0.472089	0.162177
Mrpl46	0.149529	0.162177
Cryba4	-1.364823	0.162027
Prss35	-1.214101	0.162027
Pax6	-0.565603	0.162027
Cnr1	-0.556876	0.162027
Arhgef28	-0.256444	0.162027
Ptk6	-0.251633	0.162027
Slc9a6	-0.177726	0.162027
Gars	0.136391	0.162027
Nkd2	0.153352	0.162027
Rps14	0.172142	0.162027
Cmc2	0.184071	0.162027
Ahsa2	0.210095	0.162027
Grrp1	0.326802	0.162027
Clcn6	0.340174	0.162027
RP24-119I10.2	0.400259	0.162027
Cr2	0.455924	0.162027
Gm10912	0.981386	0.162027
Gm28933	0.991912	0.162027
Gm9009	0.996632	0.162027
Coro7	0.1296	0.161939
Tmem86a	-0.224166	0.161939
Slc47a1	-0.285627	0.161853
Vstm5	-0.280083	0.161853
1810062O18Rik	-0.826579	0.16179
Hapln1	-0.852777	0.161696
1500035N22Rik	-0.761958	0.161696
Fam110a	0.235976	0.161696
Gm27803	0.315048	0.161696
Ccnj	0.353274	0.161696
Prr5l	0.372179	0.161696
RP23-333L19.1	0.992188	0.161696
RP23-44N5.3	-0.394663	0.161646
Ush1c	-0.184825	0.161646
Mfap1b	-0.154096	0.161646
Vcp	0.089156	0.161646
Pcdh7	0.155817	0.161646
Gm15627	0.94812	0.161646
Trim29	1.143364	0.161646
Esyt3	-0.982	0.161492
Nkg7	0.396438	0.161371
Eif5a	-0.181396	0.161161
Klhl26	0.217891	0.161161
Frs2	0.22562	0.161161
Zfand3	-0.183116	0.160997
Bcat2	-0.265734	0.160869
Orc4	-0.204024	0.160869
Ppp2r5a	0.120563	0.160869
RP23-149A5.4	-0.410463	0.160798
Lyrm2	-0.211077	0.160798
Tenm1	1.366486	0.160688
Cecr5	-0.834057	0.160553
Gm10499	-0.76178	0.160303
Poll	-0.345482	0.160303
Gm4468	-0.312087	0.160303
Zyx	-0.164059	0.160303
Phrf1	0.131513	0.160303
Thtpa	0.248139	0.160303
Styxl1	1.177843	0.160303
Fam96b	-0.280192	0.160286
Golt1b	0.209095	0.160276
Acss3	0.552501	0.160276
Npr1	0.363667	0.160208
Tyms	0.156311	0.160184
Gm14168	1.133622	0.160184
RP23-274C16.4	-0.511397	0.160052
Lmo4	0.126841	0.159956
Perp	-0.139742	0.159914
Zfp277	-0.278595	0.159793
Lrfn1	-0.506758	0.159769
Haao	0.514862	0.15975
Btf3	0.426376	0.159596
2010106E10Rik	-0.200869	0.15959
Sbf2	-0.102301	0.15959
Gm26723	0.994925	0.15959
Flot1	-0.143515	0.159565
Gm27046	1.241065	0.159377
Osbpl9	-0.124785	0.159324
4732490B19Rik	1.154123	0.159324
Tnfaip8l1	0.196602	0.159283
Ppp1r27	0.738479	0.159099
Cep83	0.188717	0.158961
Lamb3	-0.24184	0.158934
Ptcd3	0.219311	0.158934
Shfm1	-0.322712	0.158656
Arpc4	0.223345	0.158656
Gm20478	0.737566	0.158656
Bcl7c	-0.413892	0.158478
Rp9	0.119124	0.158478
Ndufaf2	0.209644	0.158478
Gtpbp1	0.214678	0.158478
Dapk3	0.369125	0.158478
RP23-125I14.3	0.551614	0.158478
Fam129c	0.737066	0.158478
Gm15422	0.737081	0.158478
Gm5525	0.982431	0.158478
Uckl1os	0.99	0.158478
Dpysl2	0.167504	0.158361
0610009E02Rik	-0.804247	0.158036
Gm10175	-0.418029	0.158036
Egln1	0.173407	0.158036
Pogk	0.210493	0.158036
Tmem255a	0.709538	0.158036
Hmgb1-ps4	0.977323	0.158036
Ccne1	-0.360546	0.15787
5330417C22Rik	0.118432	0.15787
Pvrl3	-0.101867	0.157738
RP23-446D4.12	0.553155	0.157738
2010005H15Rik	-0.524418	0.157716
Tpd52	-0.089889	0.157716
Paqr5	0.212759	0.157716
Usp48	0.119701	0.157516
Cyp3a59	0.73798	0.157516
Rttn	0.526834	0.157431
Rpl38-ps1	-0.981662	0.157419
Ccnd1	-0.161337	0.157419
Maml2	0.253451	0.157419
Gm5239	0.940512	0.157419
Prss16	0.589346	0.157283
Srprb	0.177939	0.157127
Gm26737	1.14183	0.157062
Rnf34	-0.168242	0.157036
Ptpn3	0.195001	0.156716
Mzt2	-0.266799	0.156678
1810032O08Rik	-0.705661	0.156655
Gm10605	-0.625104	0.156579
Klra2	-0.343483	0.156579
Alkbh8	-0.210199	0.156579
Spryd7	-0.162176	0.156579
Rabgap1l	-0.134206	0.156579
Ccdc9	0.202665	0.156579
Scaf1	0.268959	0.156579
Gpr22	0.461849	0.156579
Alb	0.833671	0.156579
RP23-85E24.2	0.843679	0.156579
Snord65	-0.625311	0.156536
Zfp622	-0.158356	0.156536
Gkap1	0.169857	0.156536
Armcx4	-0.407071	0.156464
N6amt2	-0.240119	0.156464
Tshz3	0.20513	0.156464
Phlpp1	0.239648	0.156464
Yam1	0.364726	0.156464
Nxpe3	0.469862	0.156464
Gm10561	0.904286	0.156464
Zfp235	0.993029	0.156464
Hmcn2	0.293315	0.156344
Ramp3	0.330269	0.156344
4930577N17Rik	-0.624584	0.156318
Pafah2	0.124004	0.156318
Grk6	0.153231	0.156318
Mapk4	-0.229758	0.156306
H3f3b	-0.135599	0.156298
BC051628	0.988197	0.156293
Kif13a	-0.092466	0.156197
Gpatch2l	0.342612	0.156163
Gm5776	-0.89187	0.156111
Tmem202	-0.891639	0.156111
Lmo1	-0.891622	0.156111
Xkr4	-0.89158	0.156111
4930431P03Rik	-0.891553	0.156111
Gm26714	-0.891395	0.156111
Igsf9b	-0.891363	0.156111
Gm25039	-0.848928	0.156111
Fam184a	-0.712565	0.156111
Exosc3	-0.457885	0.156111
Rab30	-0.431815	0.156111
Cchcr1	-0.248074	0.156111
Caap1	-0.197627	0.156111
Otud6b	-0.196574	0.156111
Pigx	-0.148281	0.156111
Srpk1	0.109818	0.156111
2810428I15Rik	0.180993	0.156111
Fam86	0.195473	0.156111
Amd-ps1	0.987822	0.156111
Morc1	1.131699	0.156111
Spsb4	-0.438337	0.155956
Elmo1	-0.232437	0.155956
Ireb2	-0.18058	0.155956
Mesdc1	-0.148268	0.155956
Pan3	-0.135169	0.155956
Rps13	0.157114	0.155956
Ppp2r5b	0.188104	0.155946
Snora16a	0.717127	0.155813
Lhfpl4	0.697743	0.155757
Slco2b1	0.157165	0.155617
Ttc32	0.222867	0.155595
Apba3	-0.5665	0.155213
Tada2b	-0.242534	0.155213
Mmaa	-0.21899	0.155213
Trpc4ap	-0.164059	0.155213
Nhsl1	-0.159356	0.155213
Naprt	-0.148073	0.155213
Tbl1xr1	-0.138464	0.155213
4632427E13Rik	-0.136565	0.155213
Arhgap9	0.259251	0.155213
Adora2a	0.513288	0.155213
Hist1h2ak	0.697569	0.155213
C130026I21Rik	0.743835	0.155213
9530052E02Rik	0.789663	0.155213
Ccdc96	-0.966799	0.155096
Dtx2	0.253811	0.155096
Fos	-0.272117	0.155061
Ap5z1	-0.232843	0.155061
Kat6a	-0.132492	0.155061
Fblim1	-0.105086	0.155061
Gga3	0.160957	0.155061
Tmem39a	0.181704	0.155061
Tmem130	0.472117	0.155061
Gm29107	0.561692	0.155061
Pclo	0.800052	0.155061
Psmg1	-0.380632	0.15493
H2-Q2	-0.184505	0.15493
Golga4	-0.115627	0.15493
Gnpat	0.151833	0.15493
Ppp1r16a	0.199151	0.15493
Wbp11	0.113414	0.154869
Tmx4	0.251719	0.154869
Zfp65	0.233854	0.154826
Zfp141	0.264785	0.154826
Pknox2	0.430978	0.154799
Gm8513	0.93363	0.154799
Myo9a	0.163407	0.154786
Xpo5	0.344559	0.154702
Ccr2	-0.353787	0.15464
Pcbp2	-0.20502	0.15464
Cryzl1	-0.112028	0.15464
9530052C20Rik	-0.877633	0.154597
Ighmbp2	-0.324275	0.154573
Tax1bp3	-0.277967	0.154572
Bach1	-0.156445	0.154572
Vps45	0.229533	0.154572
Acbd5	-0.172757	0.154549
Gm26638	0.783353	0.154549
Gm12251	-0.674615	0.154521
Fem1b	0.147752	0.154508
Gm15542	-0.623807	0.1545
Trafd1	-0.215607	0.154386
Psmd2	0.108467	0.154386
Cd209g	0.908325	0.154386
Slc39a5	0.138535	0.15424
Zbtb2	0.186713	0.15424
Cog6	-0.26971	0.154109
Ficd	-0.376031	0.154102
Nav3	-0.686707	0.154083
C330011M18Rik	-0.517667	0.154083
Gm5069	-0.439251	0.154083
Mtfp1	-0.265488	0.154083
2310015A10Rik	-0.214589	0.154083
Acvr1b	-0.212332	0.154083
Tjp2	0.12293	0.154083
Elof1	0.163451	0.154083
RP23-348C6.3	0.735224	0.154083
Gm10480	0.842591	0.154083
C130074G19Rik	-0.195551	0.154016
Fam120b	0.158112	0.154001
Zscan25	0.625762	0.153853
Rps6kb1	0.093448	0.153812
Litaf	-0.13169	0.153802
Xiap	-0.107871	0.153802
7-Sep	0.09934	0.153802
Plcd3	0.582704	0.153802
Gm10575	-0.8927	0.153781
Xpo6	0.192879	0.153781
Fbxo41	0.665198	0.153781
Gon4l	-0.172294	0.153769
Exoc6	0.222729	0.153769
Slc22a17	0.257539	0.153769
Gm25106	0.985426	0.153699
Trpm6	-0.252432	0.153608
Dennd3	0.251808	0.153607
Hoxb13	0.984204	0.153553
C1rl	-0.402091	0.153548
RP24-74O18.3	0.477029	0.153548
Kif12	-0.415814	0.15341
Gm26830	-0.324294	0.15341
Ankrd13c	-0.224509	0.15341
Katnal1	-0.215038	0.15341
Lims1	-0.203175	0.15341
Smarcb1	0.151771	0.15341
Rassf5	0.218459	0.15341
Hemk1	0.258254	0.15341
Cd2	0.527483	0.15341
Ms4a4c	0.577394	0.15341
Gm15946	0.664302	0.15341
Gm16279	0.664349	0.15341
Cxcr2	0.929564	0.153177
Rdh12	0.511638	0.153167
Pou6f2	1.13016	0.153167
Gm14761	1.263814	0.153167
