	log2(fc)	log10(adj. p-value)
Itgb1	0.104414	0.152408
Ahnak	0.119426	0.152408
Rbm10	0.161273	0.152408
Rft1	0.375965	0.152408
Ogg1	0.327642	0.152373
Zfp92	0.529308	0.152371
Aaed1	-0.637401	0.152269
Zbtb26	-0.496181	0.152269
Gm14326	-0.424017	0.152269
Slc7a13	-0.405514	0.152269
Dll4	-0.297868	0.152269
BC029722	-0.259153	0.152269
Gpd1	-0.175244	0.152269
Epb4.1l4b	-0.146502	0.152269
Stk39	0.182918	0.152269
Adarb1	0.521507	0.152269
Fam69b	-0.327334	0.152257
Xrcc2	0.459635	0.152257
Clns1a	0.172098	0.152144
Pla2g3	-0.557367	0.15214
Add2	-0.428785	0.151958
1-Mar	-0.64186	0.1518
Scube3	-0.55787	0.1518
Ephx3	-0.538238	0.1518
Gm9530	-0.524236	0.1518
Mmd2	-0.507389	0.1518
Dram1	-0.50525	0.1518
Acap1	-0.488164	0.1518
Gm15536	-0.483323	0.1518
Cxcl11	-0.466983	0.1518
B3gnt6	-0.465356	0.1518
Gm12207	-0.464677	0.1518
Klkb1	-0.455984	0.1518
C130026L21Rik	-0.44133	0.1518
RP23-243H19.2	-0.439814	0.1518
Gm7816	-0.428785	0.1518
Gucy2g	-0.421138	0.1518
Sult1c1	-0.411013	0.1518
Gm15492	-0.40868	0.1518
Gm13398	-0.40868	0.1518
Gm7094	-0.40868	0.1518
Cdh22	-0.405514	0.1518
C78197	-0.394488	0.1518
2310069G16Rik	-0.394488	0.1518
RP24-399O5.5	-0.391163	0.1518
6030468B19Rik	-0.387629	0.1518
Zfp661	-0.381762	0.1518
Nmb	-0.380161	0.1518
Cd244	-0.29819	0.1518
C3ar1	-0.287382	0.1518
Cutal	-0.287036	0.1518
Asnsd1	-0.232865	0.1518
Atp6ap1	-0.212791	0.1518
6330416G13Rik	-0.195879	0.1518
Ndufa8	-0.18985	0.1518
Spsb1	-0.178043	0.1518
Slc26a6	-0.164736	0.1518
Anapc16	-0.155283	0.1518
Cib1	-0.144314	0.1518
Creg1	-0.135188	0.1518
Pde5a	0.105216	0.1518
Ehd4	0.126972	0.1518
Gp1bb	0.154187	0.1518
Myo10	0.15675	0.1518
Trp53bp2	0.163281	0.1518
Mrps18c	0.167752	0.1518
Flt1	0.176927	0.1518
Tardbp	0.180732	0.1518
Trove2	0.18317	0.1518
Chd1l	0.193514	0.1518
Fastkd3	0.22111	0.1518
Tmed7	0.227259	0.1518
Rrp1b	0.264091	0.1518
Fbxo18	0.266385	0.1518
Ehbp1	0.289003	0.1518
Zbtb24	0.356548	0.1518
Slc25a26	0.36889	0.1518
Atp5g2	0.42871	0.1518
Cenpq	0.430582	0.1518
Asic3	0.475177	0.1518
Gm26590	0.513021	0.1518
Obscn	0.531056	0.1518
Trbc1	0.533115	0.1518
Zfp667	-0.525693	0.151792
4930405A21Rik	-0.386355	0.151792
Tmem180	-0.351476	0.151792
Plaa	0.162954	0.151792
Zcchc11	0.163578	0.151792
Car9	0.301416	0.151792
Wdr86	0.525735	0.151792
Gm13650	-0.455069	0.15178
Rgsl1	-0.425045	0.15178
Rpl35a-ps7	-0.411013	0.15178
Pnliprp2	-0.178719	0.15178
Gm13625	-0.592526	0.151706
Gm5560	-0.44927	0.151507
Dennd3	-0.261456	0.151507
Cog5	0.339802	0.151507
Rgs22	0.462315	0.151507
4732491K20Rik	-0.535265	0.151453
Cst12	-0.395602	0.151453
Map2k6	0.420753	0.151333
Trim30e-ps1	-0.536546	0.151332
Zc3h8	0.354965	0.151332
Aldh6a1	-0.23496	0.151226
Trim11	-0.197063	0.151226
Ddx49	0.220038	0.151226
Stbd1	0.47683	0.151226
Gm25128	0.498067	0.151226
Fcrl1	-0.532865	0.151066
Tcn2	-0.160423	0.151066
Gm10184	-0.402957	0.15103
Cd300c	-0.396559	0.15103
Gm684	-0.323079	0.15103
Acp2	-0.15156	0.15103
Mtcl1	0.442808	0.15103
Tmem69	-0.376431	0.150938
4930539J05Rik	0.504025	0.150815
Taf5l	0.266377	0.150815
Syngr4	-0.394488	0.150647
Tpsg1	-0.179925	0.150633
Jagn1	0.248915	0.150633
Rnf113a1	-0.443274	0.150551
Dmrt2	-0.396217	0.150339
Gm5422	-0.589316	0.150265
Gm14850	-0.425164	0.150265
Mcat	-0.341109	0.150265
Ap4b1	-0.186785	0.150265
Zfand6	-0.119152	0.150265
Tmem218	0.261624	0.150265
Tmem30c	-0.404022	0.150003
Whamm	-0.216687	0.150003
RP24-468O23.2	0.319243	0.150003
Sos2	0.176649	0.14992
A530084C06Rik	-0.58243	0.149874
Tbx21	-0.549879	0.149874
Slitrk5	-0.526287	0.149874
Rtn2	-0.429118	0.149874
B630019A10Rik	-0.413454	0.149874
Pcdhga4	-0.411013	0.149874
9830144P21Rik	-0.405514	0.149874
Nfe2	-0.394488	0.149874
H2-Bl	-0.309605	0.149874
Myd88	-0.166819	0.149874
Aldh3a2	-0.166411	0.149874
Grpel2	-0.152041	0.149874
Rere	-0.145284	0.149874
Rab10	0.11199	0.149874
Apopt1	0.250915	0.149874
Slc26a3	0.296024	0.149874
Tubb2b	0.422571	0.149874
Lect2	0.453452	0.149874
Cd2	-0.592148	0.149813
Gm10335	-0.464724	0.149813
Cacna2d2	-0.343655	0.149813
Pygl	-0.268144	0.149813
Bcap31	-0.098412	0.149813
Lbp	-0.412833	0.149801
Ighd	-0.451706	0.149707
Gm15148	-0.499991	0.149692
Gm10712	-0.428785	0.149692
Pex14	-0.222375	0.149692
Nat8l	-0.613941	0.149638
Gm16894	-0.415661	0.149638
Gm18254	-0.384408	0.149638
Gnptg	0.277116	0.149638
Mars	0.204483	0.149637
Qpct	0.377247	0.149565
Taf12	-0.19614	0.149503
Golt1b	0.260747	0.149319
Rbm17	0.259898	0.149268
Efcab3	-0.405514	0.149149
Rp2h	0.290866	0.149149
Mmp11	-0.499456	0.14912
Gm11963	-0.472072	0.14912
Rpl36	-0.263885	0.14912
Ccnd3	-0.168723	0.14912
Ank3	-0.132907	0.14912
Gm14539	0.296328	0.14912
Actc1	0.404459	0.14912
Wdfy4	-0.349714	0.148935
Tmem245	0.124842	0.148912
Gm8618	-0.573767	0.148909
Sgk2	-0.292541	0.148833
Faim	0.286137	0.148825
Kitl	0.147681	0.14869
Rab19	-0.335008	0.148634
Sbf1	-0.200831	0.148634
Prtg	-0.501597	0.148386
Polh	-0.475157	0.148386
Gm8773	-0.44025	0.148386
Gm28112	-0.411013	0.148386
Alg11	0.156561	0.148386
Mtrr	0.430243	0.148386
Gm13199	-0.56149	0.148253
Fam71f2	-0.486727	0.148253
Zc4h2	-0.546903	0.148231
AC021667.1	-0.409068	0.148227
Gm13717	-0.465087	0.148105
Nfkbil1	-0.289743	0.148105
Bcor	0.289548	0.148085
Stambp	-0.153344	0.147929
Tspan12	0.268788	0.147903
Tvp23a	0.536354	0.147874
Crlf3	-0.163368	0.147868
Zfp300	-0.522181	0.14774
Gm128	-0.445212	0.14774
Slc26a10	-0.424017	0.14774
Cyp2d12	-0.424017	0.14774
RP23-123L9.5	-0.394488	0.14774
Gnat1	-0.386355	0.14774
Fhod1	-0.22743	0.14774
Golph3	0.140188	0.14774
Ddx50	0.19693	0.14774
Fgfr1	0.198664	0.14774
Ptp4a3	0.298394	0.14774
Krt84	0.529238	0.14774
Gm13573	-0.540547	0.147644
Orai3	-0.293862	0.147644
Pou2af1	-0.278847	0.14764
Lgals7	-0.553645	0.147611
Zbtb32	-0.549707	0.147611
Gm3355	-0.402957	0.147611
1010001N08Rik	-0.326472	0.147611
Ppp1r14a	-0.279317	0.147611
Mapk8ip3	-0.23103	0.147611
Cant1	-0.169652	0.147611
Blmh	-0.16872	0.147611
Gsdmd	-0.166499	0.147611
Atp6ap2	-0.113892	0.147611
Ascc3	0.177673	0.147611
Tmtc3	0.296336	0.147611
Kcnn2	0.520201	0.147611
Zfp82	-0.415661	0.147509
Svil	0.162828	0.147509
Mblac2	-0.234212	0.147445
Pdrg1	-0.216196	0.147445
Rnase6	-0.301101	0.147438
Arcn1	0.138895	0.147336
Rps12l2	-0.557336	0.147192
Gdnf	-0.544812	0.147192
Snord123	-0.50956	0.147192
Zcwpw1	-0.497954	0.147192
Sema6b	-0.48844	0.147192
Opn3	-0.43967	0.147192
5730435O14Rik	-0.428785	0.147192
Gm24525	-0.409147	0.147192
Gm6611	-0.40868	0.147192
RP23-302H1.1	-0.40868	0.147192
1700104B16Rik	-0.402957	0.147192
Caml	-0.241563	0.147192
Tmem177	-0.239276	0.147192
Pdk2	-0.236049	0.147192
Nt5c	-0.202564	0.147192
Cd82	-0.196443	0.147192
Dync1li2	-0.142361	0.147192
Rpia	0.164804	0.147192
Ilf2	0.234524	0.147192
Rbm48	0.27705	0.147192
Osgepl1	0.284185	0.147192
Dnah8	0.377145	0.147192
Cacna2d3	0.480161	0.147192
Gm16464	0.546615	0.147192
Gm12497	-0.471498	0.147145
Gm11703	-0.410852	0.147145
Pld2	-0.409303	0.147145
Fam134c	-0.280854	0.147145
Mmp13	0.335411	0.147145
Ncs1	0.522007	0.147145
Nup188	-0.229578	0.147111
Cyp2u1	-0.489955	0.147105
1810010H24Rik	-0.513259	0.147012
Mmp17	-0.342764	0.147012
Ost4	0.461834	0.147012
9130401M01Rik	0.529514	0.147006
Neil1	-0.368324	0.146951
Tapbp	-0.237925	0.146921
Slc1a3	-0.428081	0.146869
Myo1h	-0.564387	0.146708
Gm29008	-0.53849	0.146708
Ascl3	-0.40868	0.146708
Grip1os1	-0.394488	0.146708
Fbxo22	-0.192177	0.146708
Ube2f	0.119682	0.146708
Cops2	0.12536	0.146708
Slco4a1	0.341462	0.146708
9130204K15Rik	-0.617627	0.146706
Cd28	-0.45927	0.146706
Ano3	-0.40868	0.146706
Nono	0.122793	0.146706
Exosc2	0.340498	0.146706
Gm20536	-0.793403	0.14656
Pcdh8	-0.580129	0.14656
Odf3l1	-0.578943	0.14656
Rpl30-ps10	-0.540346	0.14656
Col4a3	-0.53344	0.14656
3110056K07Rik	-0.501525	0.14656
B020018G12Rik	-0.488207	0.14656
Ly6g6d	-0.478812	0.14656
Plk5	-0.457417	0.14656
Fan1	-0.435782	0.14656
RP23-34E15.2	-0.43118	0.14656
Pde6h	-0.424918	0.14656
Clic3	-0.423311	0.14656
Gm24336	-0.412316	0.14656
Clpb	-0.285506	0.14656
Mri1	-0.251155	0.14656
Rwdd2b	-0.20578	0.14656
Ttc38	-0.204194	0.14656
Chdh	-0.1523	0.14656
Puf60	-0.134214	0.14656
Cacul1	-0.105386	0.14656
Sfswap	0.141466	0.14656
Col27a1	0.207628	0.14656
Gm20604	0.2123	0.14656
Vps13b	0.22626	0.14656
Zbtb43	0.236785	0.14656
B3galt6	0.271755	0.14656
Tsga10	0.308287	0.14656
Ccdc61	0.314202	0.14656
Zc3h12b	-0.533452	0.146157
Gm15261	-0.402957	0.146157
Pld6	-0.452033	0.146142
Nsg2	-0.300387	0.146132
2010001K21Rik	-0.478407	0.146126
Gm25896	0.544636	0.146126
Dscam	-0.481698	0.146111
Rfc5	0.262072	0.146028
Dlx3	-0.415638	0.146002
Adk	-0.123499	0.146002
2700099C18Rik	0.364938	0.145884
Slitrk3	-0.549455	0.145799
Timd2	-0.343723	0.145799
Tmem51os1	0.401368	0.145774
Fcnaos	-0.550388	0.145649
RP23-184I13.4	-0.479415	0.145649
Acer3	0.332311	0.145649
Gm4895	0.542133	0.145649
Snord55	0.496688	0.145647
Trps1	0.231109	0.145467
Zfp414	-0.400435	0.145423
Gnptab	0.215515	0.145423
Narf	0.285023	0.145423
Flt3	0.628469	0.145423
Gm20522	-0.564045	0.145368
Paqr9	-0.55082	0.145368
Brinp2	-0.511185	0.145368
RP24-216P6.1	-0.411013	0.145368
RP23-14P23.8	-0.411013	0.145368
Akap11	-0.122243	0.145368
Srp9	-0.180735	0.145308
Lpar2	-0.505808	0.145266
Mcts1	0.140155	0.145266
Tpst2	0.19519	0.145266
Prkch	0.32852	0.145266
Kif6	-0.520439	0.145101
RP23-79K5.3	-0.507755	0.145101
Alg10b	-0.463847	0.145101
Zfp14	-0.393737	0.145101
Pik3r4	-0.176727	0.145101
Tmem208	-0.146426	0.145101
Arid4a	0.12055	0.145101
Tmc4	0.193717	0.145101
Grb10	0.248166	0.145101
Ptpdc1	0.490342	0.145101
Stxbp3b	0.566805	0.145101
Ing4	-0.139869	0.14495
Pebp1	-0.169559	0.144897
Gm21967	-0.480929	0.144644
Slitrk1	-0.47119	0.144644
Gm28933	-0.543108	0.144587
Jakmip3	0.449806	0.144575
Bbs10	0.591041	0.144575
Erap1	0.178419	0.14445
Ublcp1	0.498851	0.144425
Gm16754	-0.402957	0.14433
Gm26236	0.438587	0.14433
Gm22540	-0.428785	0.14427
Stxbp1	-0.176569	0.14427
Mrap	-0.620424	0.144164
mmu-mir-191	-0.563881	0.144164
Rps15a-ps1	-0.428497	0.144164
Gm10544	-0.415661	0.144164
mt-Nd4	-0.223241	0.144164
Cln3	-0.2165	0.144164
RP23-414A20.3	0.515711	0.144164
Rps12-ps19	-0.468252	0.144119
C430002N11Rik	-0.391163	0.144119
Phf3	0.111745	0.144119
Zranb2	0.126256	0.144119
Clptm1l	0.201637	0.144119
Klri1	-0.40868	0.144062
Gabarapl1	-0.18558	0.144062
Lck	-0.362924	0.144006
1810024B03Rik	-0.333469	0.144006
Ptgis	0.338388	0.144006
BC043934	-0.46479	0.143935
Styx	-0.533119	0.143741
Cited4	-0.486416	0.143741
Mb21d1	-0.237222	0.143741
Ints4	0.217693	0.143741
Magee1	0.33811	0.143741
Il1r2	0.39979	0.143741
Hist1h2ag	0.611217	0.143741
Prdm15	0.26951	0.143579
Chrm2	0.244822	0.143488
Ttbk1	-0.435408	0.143481
Tfg	-0.120083	0.143481
Cdc42bpb	0.16629	0.143481
B230206H07Rik	-0.541411	0.143433
Meis3	-0.436077	0.143433
RP24-222G3.1	-0.423865	0.143433
Urod	-0.299041	0.143433
Atp6v0a1	-0.186703	0.143433
Kif26a	0.482582	0.143433
Rbm20	0.494021	0.143433
Tmem63c	-0.428785	0.143406
mt-Co2	-0.533156	0.143221
Gm14269	0.493045	0.143218
Gm23143	-0.402957	0.143137
Gm15590	-0.375831	0.143137
Myo1e	-0.185232	0.143137
Ccdc82	0.243574	0.143137
Spock2	-0.300979	0.143001
Fam3b	-0.219472	0.143001
Cdkn1a	0.151764	0.143001
Cirh1a	0.268449	0.143001
Ddit4l	-0.417778	0.142919
Cep89	0.269633	0.142919
Gm25363	-0.463254	0.142718
Mylk3	0.426441	0.142703
RP23-278E1.4	-0.40868	0.142669
Vps37b	0.212305	0.142633
Gm5970	-0.405514	0.142632
4933430I17Rik	-0.396764	0.142563
Rab21	0.192102	0.142563
Cdc45	0.332507	0.142563
Nup107	0.417828	0.142563
Negr1	-0.426596	0.142513
Gm14878	-0.402957	0.142513
Rdh7	-0.32248	0.142513
Pdcl3	0.303441	0.142513
Fam19a2	-0.40868	0.142503
Rai2	-0.266053	0.142503
Mmab	-0.247608	0.142503
Slc9a8	0.201325	0.142503
6330408A02Rik	-0.26761	0.142376
4930448D08Rik	-0.40868	0.142341
1700088E04Rik	-0.543561	0.142338
Klk1b7-ps	-0.405514	0.142338
Ighv7-3	-0.402957	0.142338
Hprt	0.155461	0.142338
Lgals3	0.187317	0.142338
Eva1b	0.293004	0.142338
Tbc1d32	0.388772	0.142338
Clca6	0.489491	0.142338
Gm17435	-0.515517	0.142323
Gm14336	-0.424017	0.142323
Cplx2	-0.271106	0.142323
Zc3h12a	-0.237573	0.142323
Bcl9	-0.171472	0.142323
Src	-0.165355	0.142323
Nisch	-0.11455	0.142323
Dcakd	0.258865	0.142323
Myrf	0.3248	0.142323
Gm8566	0.565592	0.142323
n-R5s136	-0.402957	0.142106
Fadd	0.2421	0.142106
Arhgap44	-0.533652	0.142104
Isl2	-0.521046	0.142104
Rad51b	-0.413983	0.142104
Cyp39a1	-0.402244	0.142104
Hdac8	-0.295476	0.142104
Slc5a1	0.15992	0.142104
RP23-117H6.2	0.541985	0.142104
Gm26672	-0.40868	0.14203
Gm25776	-0.406125	0.14203
Gm25213	-0.405514	0.14203
Gm29101	-0.517201	0.141912
Tmem88b	-0.494976	0.141912
Gm6556	-0.417132	0.141912
Ssbp4	-0.310554	0.141912
Rmnd5a	-0.196454	0.141912
Stam	0.175767	0.141912
Wbscr16	0.213293	0.141912
Ppp1r3b	0.365064	0.141912
Lipg	0.609224	0.141912
1700026L06Rik	-0.394488	0.141901
Eef1a1	0.318036	0.141806
Lyrm9	-0.177801	0.141696
Echdc1	0.143201	0.141696
Psmg1	0.387845	0.141696
Tmbim1	0.117982	0.141565
Ptpn4	0.232666	0.141565
Sdk1	0.38303	0.141565
Gm6292	-0.428785	0.141524
RP23-7E4.2	-0.535964	0.141381
Cilp2	-0.494927	0.141381
Gm10300	-0.405514	0.141381
Crocc	-0.288392	0.141381
Snhg18	-0.1441	0.141381
G3bp1	0.141004	0.141353
Ercc8	0.243984	0.141353
Dock4	0.541737	0.141353
Gm13241	-0.411013	0.141216
Fign	-0.588083	0.1412
Carf	-0.265661	0.141127
Cpsf3	-0.156577	0.141127
AU040320	0.117156	0.141127
Ip6k2	0.177432	0.141127
Spidr	0.417547	0.141127
Gm26448	0.440248	0.141127
Fabp6	-0.236381	0.140892
Ccdc130	-0.22381	0.140887
Scel	-0.491839	0.140851
Gm29417	-0.411013	0.140851
Aasdhppt	0.231168	0.140851
Gm14537	-0.57999	0.140821
Pdyn	-0.511417	0.140821
A530032D15Rik	-0.402957	0.140821
Gtf2b	-0.258796	0.140821
Klf3	0.196474	0.140821
Cep97	-0.490013	0.140809
Rexo1	0.182128	0.140809
Grin2d	-0.562979	0.140608
1200014J11Rik	0.148046	0.140608
Gm5384	-0.591102	0.140449
Rspo2	-0.456186	0.140449
D130017N08Rik	0.51428	0.14041
Tfcp2l1	-0.177838	0.140334
Cpq	0.196661	0.140292
RP24-540L1.2	0.243762	0.140292
Gm9625	-0.411013	0.14022
Elfn1	-0.40868	0.14022
Col4a3bp	0.203072	0.14022
Tcap	-0.623223	0.140181
Lmtk3	-0.595633	0.140181
Blk	-0.542102	0.140181
Spo11	-0.461512	0.140181
Amph	-0.450279	0.140181
Rps15a-ps5	-0.426659	0.140181
Ttc21a	-0.424017	0.140181
RP24-271M20.2	-0.411013	0.140181
Lhx1	-0.4069	0.140181
CAAA01125382.1	-0.40475	0.140181
Nup62cl	-0.384408	0.140181
Ikzf4	-0.383026	0.140181
Rpl23a	-0.281005	0.140181
Alg12	-0.271469	0.140181
Sh3bp5l	-0.238056	0.140181
Elp3	-0.220489	0.140181
RP23-380F8.2	-0.210464	0.140181
Alg6	-0.209376	0.140181
0610009O20Rik	-0.191471	0.140181
Fkbp9	-0.158431	0.140181
Eci2	-0.153098	0.140181
Lman1	0.106819	0.140181
Cryzl1	0.126799	0.140181
Rtn4	0.146063	0.140181
Sin3a	0.159751	0.140181
Tbx3	0.162397	0.140181
AA986860	0.167735	0.140181
Oaf	0.201515	0.140181
Ank2	0.22308	0.140181
Vstm5	0.247615	0.140181
Sgol2	0.280792	0.140181
Lsm5	0.590005	0.140181
Cnnm4	0.173037	0.140048
Crip1	-0.151973	0.139963
Edaradd	-0.631542	0.139909
Gm11604	-0.432753	0.139909
Gm27019	-0.411013	0.139909
Ankrd39	-0.242679	0.139909
Slc18a1	-0.203077	0.139909
Uap1l1	-0.169731	0.139909
Thap4	-0.147775	0.139909
Mkln1	-0.112165	0.139909
Ccdc77	0.244863	0.139909
RP23-152O2.3	0.465382	0.139909
1700001O22Rik	-0.508425	0.139884
Jak3	-0.43937	0.139884
Zfp382	-0.424017	0.139884
Gm15842	-0.40868	0.139884
RP23-478K4.1	-0.40868	0.139884
Pth1r	-0.323502	0.139884
Gemin5	-0.274793	0.139884
Plec	-0.147227	0.139884
Pura	-0.085507	0.139884
Nedd4	0.103053	0.139884
Ezh2	0.133804	0.139884
Thrap3	0.156254	0.139884
Tsg101	0.160277	0.139884
Alcam	0.172437	0.139884
Wdr37	0.192414	0.139884
Gda	0.230247	0.139884
Eif2b1	0.261106	0.139884
Acoxl	0.41918	0.139884
Ocstamp	0.50881	0.139884
Commd5	-0.142782	0.139814
Ppp2cb	-0.168819	0.139794
Diras2	0.493684	0.139794
2900052N01Rik	0.504588	0.139794
Gm15956	0.54112	0.139697
Pcdhb6	0.444117	0.139695
4930483J18Rik	-0.489314	0.13957
Kcnj16	-0.473603	0.13957
Irgm1	0.292685	0.13957
RP23-122P5.3	-0.529941	0.139421
Kdf1	-0.165111	0.139417
Tubb2a	-0.185612	0.139402
Hoga1	-0.448094	0.139305
Lbh	-0.168331	0.139305
Cdk15	-0.386327	0.139081
Lhx3	-0.428785	0.138989
RP23-328G14.2	-0.480626	0.138938
Rnf24	0.361777	0.138938
Atp6v0d2	0.486882	0.138938
Gm13162	-0.415661	0.138868
Scarna13	-0.411013	0.138868
AA386476	-0.356006	0.138868
Arap3	-0.242327	0.138868
Arl14ep	-0.219517	0.138868
Abhd6	-0.132014	0.138868
Sepw1	0.215862	0.138868
Foxk2	0.218048	0.138868
Tmem110	0.222241	0.138868
Mgst3	0.413814	0.138868
Gjb4	0.448978	0.138868
Gm28229	0.463083	0.138868
Gm7327	0.527988	0.138868
Fcer2a	-0.499832	0.138853
RP24-282D16.11	-0.49807	0.138853
2810404F17Rik	-0.475191	0.138853
Dkkl1	-0.460231	0.138853
2610306M01Rik	-0.453733	0.138853
Lincenc1	-0.340808	0.138853
Nudt12	-0.245468	0.138853
Ankrd10	0.152097	0.138853
Psmg3	0.19761	0.138853
Plcd1	0.250736	0.138853
Msx1	0.509709	0.138853
Cacna2d4	-0.415661	0.138756
Gm21013	-0.539774	0.138755
Dnhd1	-0.466867	0.138755
Mir192	-0.449786	0.138755
Fars2	-0.200994	0.138755
Zzz3	0.138982	0.138755
Sap30bp	0.248518	0.138755
Fgf14	0.356561	0.138755
Fzd4	0.4389	0.138755
Lmln	0.447016	0.138755
Fhod3	0.453099	0.138755
Tmem206	0.485985	0.138755
Gm25337	0.529269	0.138755
Frmd8os	0.577165	0.138697
Timp4	-0.573058	0.138165
Cdkn2aipnl	0.174909	0.138065
RP23-114L12.3	0.250024	0.138065
Park2	-0.512225	0.137973
RP23-393I12.4	-0.504537	0.137973
Fam217a	-0.415661	0.137973
Brf2	-0.381886	0.137973
Faf2	-0.159593	0.137973
Uqcrc2	0.106164	0.137973
Ubr5	0.110228	0.137973
Atp1b3	0.141989	0.137973
Agpat5	0.164315	0.137973
Xpo4	0.290434	0.137973
Loxl2	0.352432	0.137973
Cdh20	0.473839	0.137973
RP24-444I15.4	0.498184	0.137973
Ndnf	0.498938	0.137973
Gm1866	-0.394488	0.137891
Irg1	-0.44574	0.137781
Irf5	-0.396671	0.137779
Fmnl3	-0.370724	0.137779
Nr0b2	-0.495785	0.137683
Gm15793	-0.448492	0.137683
Smim12	-0.225585	0.137683
Osbpl7	-0.200884	0.137683
5031425E22Rik	-0.165156	0.137683
Golga4	0.119925	0.137683
Mtf1	0.128309	0.137683
Arhgef25	0.226588	0.137683
Gm5124	0.522176	0.137683
Pacsin1	0.530337	0.137683
Gm7332	0.632204	0.137683
Zfp750	-0.428785	0.137672
Mpi	0.163369	0.137672
Zdhhc13	0.242815	0.137672
Prdx2	-0.091616	0.137662
Krt79	-0.621313	0.137573
Mgp	0.244589	0.137387
Rbpsuh-rs3	-0.572196	0.137344
Lrpprc	-0.226241	0.137344
Slc39a10	0.331688	0.137344
RP23-349N4.5	-0.415661	0.136973
Gm22135	-0.391163	0.136973
Nupr1	-0.229824	0.136973
RP23-404C21.2	-0.402957	0.136938
Cyp4f15	-0.590207	0.136923
Gm16863	-0.444595	0.136876
Serpina1e	-0.431746	0.136876
Klhdc4	0.28407	0.136596
Tk1	-0.217528	0.136392
Aass	-0.518852	0.136342
Ftsj1	-0.33326	0.136342
Fam50a	-0.204623	0.136342
Agr2	0.169308	0.136342
Taf4b	0.31402	0.13631
Casp14	-0.461116	0.135999
Il27ra	-0.420738	0.135879
Ywhag	0.118476	0.135879
Plp1	0.392823	0.135879
Wee1	0.49776	0.135879
Fv1	-0.512025	0.135765
Hist1h4j	-0.48634	0.135765
RP23-157J4.3	-0.462752	0.135765
Ndp	-0.428785	0.135765
Uqcrb	-0.128385	0.135765
Gtpbp2	0.268503	0.135765
Gm14127	0.404988	0.135765
Gsto2	-0.443381	0.135746
Pde3b	0.17143	0.135608
Gm13340	-0.45729	0.135554
Gm22813	-0.405514	0.135435
Mapk14	0.152809	0.135435
Rbbp7	0.177868	0.135435
Arhgap28	0.307754	0.135435
Cenpm	0.307608	0.135422
Zfp94	-0.437727	0.135325
Tmem192	-0.233569	0.135274
Atf7ip	-0.122598	0.135224
Fbrs	-0.177082	0.135123
Lysmd2	0.287559	0.135081
Rph3a	-0.497005	0.135075
RP23-82P18.3	-0.481961	0.135075
Htr7	-0.411013	0.135075
Pcx	-0.26839	0.135075
2210408I21Rik	-0.46707	0.134665
Gm11868	-0.429432	0.134665
Cyp8b1	-0.411013	0.134665
Gm15809	-0.406705	0.134665
Cfap54	-0.405514	0.134665
Gm13688	-0.343982	0.134665
Ict1	-0.204673	0.134665
Galnt6	-0.1366	0.134665
Ncam1	0.165003	0.134665
Atic	0.19227	0.134665
Ccdc115	0.244722	0.134665
Net1	0.391554	0.134665
Zfp488	-0.405514	0.134515
Anapc11	-0.139646	0.134515
Hspd1	0.168583	0.134515
Ntf5	-0.370401	0.134494
RP24-201C14.12	-0.526225	0.134437
Sgtb	-0.540135	0.134431
Gm26588	-0.460926	0.134431
Kirrel3	-0.48403	0.134411
Lrriq3	-0.413376	0.134411
Sptssa	0.244476	0.134411
Arhgef28	0.297319	0.134411
Orai2	0.33125	0.134411
Huwe1	0.117091	0.134277
RP24-566B6.2	0.326662	0.134277
Parp8	-0.378576	0.134218
AV039307	-0.460641	0.134134
Csmd3	-0.417416	0.134134
Ap3s2	-0.156783	0.134134
C1d	0.182543	0.134134
Nid2	0.308726	0.134134
Hs6st2	-0.470751	0.134035
E130102H24Rik	-0.520377	0.133794
Nr2c2	-0.146213	0.133636
Gm10735	-0.428785	0.133571
Parp4	0.155326	0.133571
1700112J16Rik	-0.520067	0.13351
Gm9001	-0.512875	0.13351
Hist2h2ac	-0.509624	0.13351
Paip2b	-0.508779	0.13351
Gm14167	-0.48724	0.13351
Gm1848	-0.428785	0.13351
Zfp964	-0.421239	0.13351
Gm20430	-0.378777	0.13351
Fdxr	-0.281366	0.13351
2210013O21Rik	-0.206234	0.13351
Exoc3l4	-0.187211	0.13351
Mrpl45	-0.178707	0.13351
Traf3	-0.154256	0.13351
Os9	-0.14985	0.13351
Carhsp1	-0.13572	0.13351
Fubp1	0.11243	0.13351
Nck1	0.187789	0.13351
Rbm15b	0.218718	0.13351
Rasgrf2	0.26364	0.13351
Khdc3	0.36396	0.13351
Phxr4	0.381333	0.13351
Zfand1	0.394404	0.13351
P2ry10	0.424567	0.13351
RP23-430H22.1	0.522156	0.13351
G730003C15Rik	0.569396	0.13351
Klhl1	-0.398041	0.133506
Blm	0.433857	0.133506
Grpr	-0.470957	0.133314
Gm10638	-0.466751	0.133204
Qars	-0.10507	0.133204
Ptprm	0.304166	0.133204
BC049730	-0.428785	0.132933
Lysmd1	-0.359422	0.132933
Rspo3	-0.290877	0.132933
Rab6b	-0.213639	0.132933
Uhrf1	0.256338	0.132933
Optc	0.265378	0.132933
Gm26681	0.353165	0.13292
Arhgap27	0.132253	0.132911
Ispd	0.514916	0.132911
Nop56	0.192906	0.132832
Cntnap2	0.531172	0.132832
4732465J04Rik	-0.597182	0.132827
P4ha3	-0.534967	0.132827
