ACCESSION,DESCRIPTION,NORM_INTENSITY_1,NORM_INTENSITY_2,NORM_INTENSITY_3,NORM_INTENSITY_4,NORM_INTENSITY_5,NORM_INTENSITY_6,NORM_INTENSITY_7,NORM_INTENSITY_8,NORM_INTENSITY_9,NORM_INTENSITY_10,NORM_INTENSITY_11,NORM_INTENSITY_12,NORM_INTENSITY_13,NORM_INTENSITY_14,NORM_INTENSITY_15,NORM_INTENSITY_16,NORM_INTENSITY_17
P01901,"H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1 ",34658187,46907139,28077987,24758085,73755406,29280086,17505459,12406567,2099803,50797549,22533977,83250670,16335679,20166810,33747909,26439928,26989777
A0A0A0MQF6,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=1 ,1149682984,1297332395,2994186073,1172102835,1763015896,1749081795,1143149548,1697906794,1475755978,836653544,812817772,1108580359,837004043,1013592834,760400047,1316128741,1051029400
P01900,"H-2 class I histocompatibility antigen, D-D alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=1 ",133182773,93289616,135007858,126373458,281139291,91011691,183118488,19016581,185679948,128680682,51359204,71371455,95337617,112359029,35794857,85003116,121043638
Q3TPX4,Exocyst complex component 5 OS=Mus musculus OX=10090 GN=Exoc5 PE=1 SV=2 ,501573,9399791,2639635,7061664,12849783,1968941,2448470,803423,663181,143582,10713313,84055,124192987,18656704,80096033,5555805,122134
Q8BU59,Xaa-Pro aminopeptidase 2 OS=Mus musculus OX=10090 GN=Xpnpep2 PE=1 SV=1 ,652398809,484510658,642640182,860641661,1378160453,1399198585,64760808,2481561330,871475707,1096776778,97335848,269870309,123475880,123851254,278488494,102596708,1126558200
Q811D0,Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1 ,3180494,2587562,2241199,32700390,9849171,2691410,2429519,22914767,7992705,4920517,38198871,560753,6065718,27682259,1804341,5953389,1981270
E9Q5J9,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1 ,216286463,364982395,356688117,411685245,140423942,263445885,301845125,150118482,219057075,149308838,255668726,154587601,356978527,179987614,395808367,372121642,204505849
Q8K126,"Peptide chain release factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Mtrf1 PE=2 SV=1 ",12660064,7729591,9907914,14710688,35576738,4699816,13730527,6260558,19728219,16192592,6570661,18573436,9865188,2317710,5289569,22216171,11460555
A0A286YCR8,Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Vdac2 PE=1 SV=1 ,1762862,425743,495133,1289379,2591026,268791,604453,142382,1093263,6329705,1021304,4831388,148120,2648346,2547935,2112435,3308511
P49817,Caveolin-1 OS=Mus musculus OX=10090 GN=Cav1 PE=1 SV=1 ,4719665,4981761,18204203,39085975,2347884,10916594,2796060,10807710,7671711,1990540,32258913,2058886,125103034,1097092341,186682573,223330743,5413142
O70263,E3 ubiquitin-protein ligase LNX OS=Mus musculus OX=10090 GN=Lnx1 PE=1 SV=1 ,33934354,33255603,20633557,47477515,64098202,21925358,46597705,16686907,45874624,38702482,4380571,28348593,8032134,17691741,14232297,3648647,33561064
P84104,Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3 PE=1 SV=1 ,7146690,8928724,36653927,135162728,18219517,31923444,16475734,50878183,33769995,19214663,9099830,23254969,16644460,19632149,7808927,69590071,10486364
Q8BGZ7,"Keratin, type II cytoskeletal 75 OS=Mus musculus OX=10090 GN=Krt75 PE=1 SV=1 ",270973193,225111141,193190143,293127798,157269671,163693187,175541300,763404675,230990520,426830028,81571157,301581525,102915966,32526732,24509936,161739376,230650437
A0A3B2WBF8,Xanthine dehydrogenase/oxidase (Fragment) OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=1 ,21348980,31403936,54448282,82222176,61883450,8544524,57160164,7626299,58422935,71974563,214407873,64435932,5440692,5137536,23600368,41050402,51585246
H3BKD0,Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 ,43631547,12668410,48079129,58068326,45003580,68219295,18030005,82610594,44354364,27762365,106909153,15454498,16302026,39222949,123705328,50741202,36640119
Q7TNP2,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=2 ,34313466,8462296,35468272,10988751,29226283,24899734,28911640,27080683,13042213,16045035,13232782,19500701,6020407,24739628,16033536,16001914,44576998
A0A3B2WBF0,Superoxide dismutase OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=1 ,150107177,578407896,166596938,222471439,170406163,195366888,196045549,91044651,177394919,347335574,118931810,176218533,2816778346,461308068,140649304,167151076,318274825
A0A1W2P788,"alpha-1,2-Mannosidase (Fragment) OS=Mus musculus OX=10090 GN=Man1a PE=1 SV=1 ",23511237,12698981,29540795,52251673,23269254,46622741,35333446,37866413,26405516,29186157,25686973,22378164,22898675,22108958,15604350,18849835,22029166
E9Q5I9,26S proteasome non-ATPase regulatory subunit 13 OS=Mus musculus OX=10090 GN=Psmd13 PE=1 SV=1 ,78408690,21543723,59578603,70766481,135398675,62171035,85987096,37008400,79573184,104163762,7208870,94467375,48971261,14853197,24094166,35471988,85678376
D3YYR8,Transferrin (Fragment) OS=Mus musculus OX=10090 GN=Trf PE=1 SV=1 ,934494047,2054740253,1269896562,1805590684,1409297272,1729907264,1793753555,1690175363,941794650,1957344994,1038671048,1437532345,1599584516,1448972975,1037193716,694026942,1256056820
A0A0N4SV27,Prolactin-inducible protein homolog (Fragment) OS=Mus musculus OX=10090 GN=Pip PE=4 SV=1 ,10393265,10006223,8434987,13920739,28113237,5776612,17697274,24245796,5955530,7757053,17944424,10262648,9482958,29727106,42610917,15888303,11720093
Q8BTS0,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 OS=Mus musculus OX=10090 GN=Ddx5 PE=1 SV=1 ,13251554,21758780,16871774,22475242,42540286,25015972,12958198,23941466,15573171,21063721,37188112,14455716,31384416,27783652,17234953,55582018,10048303
A0A286YD29,Secretagogin OS=Mus musculus OX=10090 GN=Scgn PE=1 SV=1 ,34403066,73514758,44838525,99487307,68160553,35955645,72357365,18474300,67146054,52513418,5168002,75428856,34546590,43274892,48919052,46280097,88708
A0A0J9YUU8,Serine/threonine-protein phosphatase PP1-beta catalytic subunit (Fragment) OS=Mus musculus OX=10090 GN=Ppp1cb PE=1 SV=1 ,13922268,5904084,10704290,16054558,11155604,23189240,5687875,4025033,6314187,18141956,3089401,12093463,21323001,6850096,11025842,7747931,7634170
A0A0G2JEM7,Cytosol aminopeptidase (Fragment) OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=1 ,426966778,501833941,414231996,713268286,836125260,583066024,811590633,218303842,588076428,404589688,467287563,479013379,381979989,287069172,610448848,631485905,548174162
J3QNZ9,Immunoglobulin kappa variable 4-62 OS=Mus musculus OX=10090 GN=Igkv4-62 PE=1 SV=1 ,15651122,5074001,2910781,9912896,355419,1413436,2581894,1111699,25872005,757031,156502,277767,52035,3123572,12552192,17942000,755350
Q8CI96,CAP-Gly domain-containing linker protein 4 OS=Mus musculus OX=10090 GN=Clip4 PE=1 SV=1 ,25283540,16537262,7398316,6666384,50520761,19342795,25495649,10815559,31632343,21376173,1069139,18924050,10486706,2830344,4466803,4493859,24708704
Q8CI94,"Glycogen phosphorylase, brain form OS=Mus musculus OX=10090 GN=Pygb PE=1 SV=3 ",99003782,83330174,99460336,204154560,163650134,248283031,184178080,168175642,126530816,275472242,107102628,217135710,134389107,214476221,227389951,261493676,223483956
O70251,Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5 ,1810726746,2104630510,1356056711,2433539224,1605503263,1162678896,1730717686,1345871975,1295983277,2232467492,8542524,2514984760,12401199,29198533,70318288,50820952,1535666780
O70250,Phosphoglycerate mutase 2 OS=Mus musculus OX=10090 GN=Pgam2 PE=1 SV=3 ,96122998,87193678,85864518,181296027,42987974,115185817,54040480,116601487,63199604,88550575,52060975,29930786,62691225,54401910,15597961,17998116,43861006
F7B5B5,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus OX=10090 GN=Hnrnpr PE=1 SV=1 ,4399418,6781148,2545662,6725393,5270631,2905622,3561438,2926458,6727251,4459480,6408447,12895171,98308049,20265836,28996470,105159654,2413526
P43277,Histone H1.3 OS=Mus musculus OX=10090 GN=Hist1h1d PE=1 SV=2 ,690556126,33129629,75486611,48949522,15867158,37409536,19438144,9120902,6563156,39313625,53299570,19788739,92634381,213809171,64795936,114904942,44879625
P43274,Histone H1.4 OS=Mus musculus OX=10090 GN=Hist1h1e PE=1 SV=2 ,684128159,32491610,68331404,44124239,14861424,21658062,7387219,9075354,4715350,36570432,39579629,16796733,67376427,203614146,22666076,60020853,40818043
Q8BGY2,Eukaryotic translation initiation factor 5A-2 OS=Mus musculus OX=10090 GN=Eif5a2 PE=1 SV=3 ,22804741,13467949,58197587,50183775,37947807,37445606,28058234,25650004,38523576,23418987,28254796,20827893,19702388,13465350,15024959,51230559,36272898
W8DXL4,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3 OS=Mus musculus OX=10090 GN=Lrit3 PE=1 SV=1 ",56668069,17596808,24055854,58968908,35874066,32750207,35791300,16519521,30327506,17359224,723092,13004421,50611683,11853673,53695763,43734505,33136645
Q99J99,3-mercaptopyruvate sulfurtransferase OS=Mus musculus OX=10090 GN=Mpst PE=1 SV=4 ,187688530,121491404,271279268,111840112,362106405,431396801,281145219,129673908,278981245,190749462,459504120,121623480,418645860,491346724,361851324,507928937,226179988
A2AMI2,Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=1 ,2234691,2149232,989067,1688866,2114021,1440709,3155817,2799020,2467210,2039799,2453978,3063529,15603047,6175211,7293756,12560510,4322467
Q811B3,A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Mus musculus OX=10090 GN=Adamts12 PE=2 SV=2 ,165751209,159819663,27232244,223599391,5758209,24584869,434630780,17472119,7105765,188577048,22508260,218051308,31940611,46169797,17747825,17376429,180421766
O88196,E3 ubiquitin-protein ligase TTC3 OS=Mus musculus OX=10090 GN=Ttc3 PE=1 SV=2 ,37947418,13181908,35059634,45964607,9811915,17975803,17410281,2441566,7106167,12417641,13672726,26296016,36664247,69946429,9781932,48657188,16748906
P53026,60S ribosomal protein L10a OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=3 ,78368789,70201789,66697072,61234503,116052214,80283684,56628936,52770004,123836064,68832665,123195173,59957143,314996103,146700025,144851142,125454397,40639220
A0A087WRM4,Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=1 ,1219323462,1223622640,81384114,68587078,1642768485,71312894,1672494623,41865011,39857733,1373758077,2072579806,1545113639,66800018,1988996630,1821692552,1301531411,1551750830
Q8C635,Glycerol kinase-like 1 OS=Mus musculus OX=10090 GN=Gykl1 PE=1 SV=1 ,19059243,30763363,21371570,3814347,13712356,23321392,12969421,267546,13178149,37932053,2017948,46156812,35537582,11950117,49411569,9239914,27871992
D3YZ29,Glutathione S-transferase Mu 7 (Fragment) OS=Mus musculus OX=10090 GN=Gstm7 PE=1 SV=1 ,260172871,277757034,324857084,250738201,101703820,310576592,135636520,338449407,111526001,259519823,197398875,136968648,162436801,165446889,114388642,64482552,222917158
A0A1W2P6V3,"MCG123414, isoform CRA_c OS=Mus musculus OX=10090 GN=Pbld1 PE=4 SV=1 ",2342187,1312004,2337581,1166158,2819688,514373,1751177,1230841,607354,241331,781196,539643,410051,1112173,1795412,59263,1590082
D3YYQ5,Alpha-amylase 1 (Fragment) OS=Mus musculus OX=10090 GN=Amy1 PE=1 SV=2 ,464569143,191118598,192801316,283273827,719994464,174781222,350931973,1505451328,802620232,537100023,1727747851,2285683166,1063665639,1126458737,923126317,648492816,405857953
D3YYQ4,Carbonic anhydrase 1 (Fragment) OS=Mus musculus OX=10090 GN=Car1 PE=1 SV=1 ,13300091597,18548899118,11842013371,12172130128,6560388194,16467097031,12257417881,9462501463,9191358174,10490450107,8708877734,10082027045,9404684180,4277596343,3163045833,2625302491,7435362190
A0A0N4SUP5,Amine oxidase (Fragment) OS=Mus musculus OX=10090 GN=Aoc1 PE=1 SV=1 ,32376997,30069557,17358324,22294430,23270397,21664197,32796616,33576754,33255681,13459561,15296804,17233080,27755344,21770304,49929781,23404165,29830401
P97823,Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1 ,59677730,44156296,123279185,53038609,46154689,133061527,61796234,92058828,43025634,49931893,67836612,31499624,22414651,54128302,44754160,29481362,68379711
P97821,Dipeptidyl peptidase 1 OS=Mus musculus OX=10090 GN=Ctsc PE=1 SV=1 ,90766483,63901229,38402186,69675259,112060569,34824068,77611270,42316869,62874786,69498948,26161788,57355460,61627303,43012126,155283154,93965070,104599035
B1AYJ9,Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1 ,12869616,16415479,15654104,83645106,153757697,16481456,63787837,52882908,145280748,7495800,15181408,17430847,20706387,11955243,26943461,141803075,16543190
A0A286YD12,"Neurolysin, mitochondrial OS=Mus musculus OX=10090 GN=Nln PE=1 SV=1 ",10108650,9168994,10919511,7298866,9437879,2644597,11487270,6709374,12403533,9844779,887454,11539328,1333986,2840819,5234985,793803,8141760
O35955,Proteasome subunit beta type-10 OS=Mus musculus OX=10090 GN=Psmb10 PE=1 SV=1 ,27581412,30893347,23738199,243945320,17134902,26740162,29206110,246063732,143138885,16510491,14173173,23115505,28187160,44094559,121692533,64547563,14701933
Q8R0Y6,Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1 ,149025426,125414882,160141406,198040352,318417008,148069920,188108648,189390477,187787650,172821316,395164567,183310808,277218329,385655244,106937572,194485055,226658103
Q8BH95,"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1 ",8165889,9923927,11940901,14557770,36587950,17475930,58997902,63782517,28910050,10378133,24004594,11898528,7568253,17639358,38235119,30369085,185081333
Q6P9R2,Serine/threonine-protein kinase OSR1 OS=Mus musculus OX=10090 GN=Oxsr1 PE=1 SV=1 ,4444541,5899826,7195442,9043007,4211706,6940206,9216867,3789140,11213317,8114759,30670674,11557753,13954734,33598172,38564134,29934004,13512353
A0A1W2P768,Histone H3.2 OS=Mus musculus OX=10090 GN=Hist2h3c1 PE=1 SV=1 ,341647281,406917970,153651002,197498615,163445597,589664612,282180720,63677537,403839751,975679375,278420680,570430348,230826259,392180127,247779493,277534729,140529758
Q00519,Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5 ,70629862,90744876,126414439,204891188,199698397,51907660,118914117,76201474,153959077,127697882,257075411,139133461,38785493,72009117,136971572,99965694,118800920
A0A1W2P763,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (Fragment) OS=Mus musculus OX=10090 GN=Enpp3 PE=1 SV=1 ,852850049,1819073294,1565119822,1885277755,2885150717,1473468125,3449338916,1168017434,2841914976,728377383,603002966,623477738,1059390629,887546460,1560728393,1656024570,552342625
G3UYY2,Selenium-binding protein 2 OS=Mus musculus OX=10090 GN=Selenbp2 PE=1 SV=1 ,2848314612,3173663508,2874469621,2088993199,745962005,2927441339,1296065519,2064909436,965847655,2274989695,970125268,1810926311,833951821,404113184,659935033,858840395,1926705487
A0A1W2P6U1,"Thioredoxin reductase 1, cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=1 ",32866807,37205578,32754920,44200252,1223604612,40704177,1095597259,40392263,1287012800,732117999,82613407,944660481,1750938100,3347315692,1315726412,1715079735,855841396
P06795,Multidrug resistance protein 1B OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1 ,888513,2300274,1289588,994287,4341172,976105,4702967,226376,2457606,376814,2076623,718506,4246115,6486969,3839040,12751407,1332752
G3UYY1,Serine hydroxymethyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Shmt1 PE=1 SV=1 ,416871215,241220815,128050150,132320145,188614595,295236921,329909970,64022927,313568754,446724199,115820677,494839924,210262426,139817862,199939474,185130654,302987075
P97816,Protein S100-G OS=Mus musculus OX=10090 GN=S100g PE=1 SV=3 ,10373785,3470302,10565253,4624382,19005830,7051097,9403620,6134930,11523800,2811721,3978896,51789390,5671436,3272066,4839995,3921622,8289625
A0A286YD08,"Sec24-related gene family, member C (S. cerevisiae) (Fragment) OS=Mus musculus OX=10090 GN=Sec24c PE=1 SV=1 ",16683394,4878682,15912891,11531333,14904843,5753553,13562860,20678187,10748681,19165752,33855700,7566288,26043663,62586863,17818770,14444358,11548532
P16546,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=4 ",849164364,977346320,730634363,901151821,1356597992,396472970,1064748069,1387972914,1336999763,895436826,1399990855,997051643,994272286,1651801261,2221286463,1988052802,951942637
A0A0N4SV00,T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1 ,36449348,106904418,26748067,327542433,198865640,12690341,117214988,73417827,168490350,149222787,12298178,84964109,48783339,10662292,21900349,25518242,81004560
A0A0J9YUS5,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1 ,9360506,16463095,6644987,23941723,26084524,17295943,29635951,35024927,15846378,10158527,10939571,15040062,18877650,5701663,785666,13258178,26038879
O35945,"Aldehyde dehydrogenase, cytosolic 1 OS=Mus musculus OX=10090 GN=Aldh1a7 PE=1 SV=1 ",442341759,350597295,665718330,736953724,712657137,479977307,692414779,305894535,742839878,325368596,4743208573,242163112,673817958,629831001,256664762,838940031,651486241
A0A0G2JEK2,Cysteine-rich protein 1 OS=Mus musculus OX=10090 GN=Crip1 PE=1 SV=1 ,65189756,39255523,103915939,43091102,25817600,66944324,15255636,105813068,36540053,44566150,17527897,8550658,4745507,65429375,65761295,2527749,87968515
Q3UR42,ATP-dependent RNA helicase A (Fragment) OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=1 ,14021487,375069276,30027058,50369198,28860600,17372244,57087874,16331914,17738025,79671838,3939272,53804808,42507966,34061859,19769138,54880313,49604288
F7A4A7,Otogelin-like protein OS=Mus musculus OX=10090 GN=Otogl PE=1 SV=1 ,4409608,9662906,9747452,25845862,15383190,4756571,12006709,8023014,15257004,6740374,2867451,9821225,2909609,1270702,1246908,5684508,7906338
Q8BH80,"Vesicle-associated membrane protein, associated protein B and C OS=Mus musculus OX=10090 GN=Vapb PE=1 SV=1 ",14120463,7320083,6462134,27808217,14393611,11335988,5896558,1725573,6333940,8223438,98804,8300910,838070,2662275,321392,642696,6758065
Q8BND5,Sulfhydryl oxidase 1 OS=Mus musculus OX=10090 GN=Qsox1 PE=1 SV=1 ,159421313,107739937,99148721,71744563,78397841,63779129,135341475,192069792,82933907,115365894,125774886,150738940,181810948,138413654,100795053,195991360,146505829
A2ASS6,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1 ,665840036,387884599,307827860,279004260,1344850402,274848130,869683048,119824928,657362976,527566619,999618065,582492579,536729516,637787683,941596485,863065358,1151096811
Q99J77,Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1 ,214377572,159865997,214025897,113925650,159769577,256698842,225670279,104664741,205856545,162048318,79142420,143004166,161496917,177477780,140225888,180796981,146618045
A0A1W2P756,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1 ,5173281,7832632,9535435,1113868,15090232,8433458,4468448,3991050,2030984,4113823,1450992,3551074,3672837,186645,3368576,5716773,15451006
E9Q5F6,Polyubiquitin-C (Fragment) OS=Mus musculus OX=10090 GN=Ubc PE=1 SV=1 ,658945133,615302281,565022021,397283998,122191709,556914315,153394402,425475082,187009666,504704146,307006397,438657932,150650302,132562302,92077620,63656181,385635573
